SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
ABHD3	18	1.0326e-06	0.00016859061999999997	108055	18
AC009802.1	18	1.9592e-08	0.0	110126	0
AC012123.1	18	2.0796999999999998e-07	0.0	105684	0
AC015989.1	18	2.0009e-08	0.0	98742	0
AC015989.2	18	0.0	0.0	109706	0
ACAA2	18	9.3325e-07	8.884130999999999e-05	109022	9
ADCYAP1	18	2.6599e-07	8.83174e-06	107202	0
ADNP2	18	1.5998e-06	3.560644e-05	112677	4
AFG3L2	18	2.7913e-06	0.00025400497000000003	110492	28
ALPK2	18	3.2617e-06	0.00030912572	112464	34
ANKRD12	18	4.5605e-06	3.5795490000000006e-05	108665	3
ANKRD29	18	8.6987e-07	9.728711e-05	109748	10
ANKRD30B	18	2.7122000000000005e-06	0.00042288448	97792	41
ANKRD62	18	1.7829e-06	0.0	66910	0
APCDD1	18	1.0176e-06	5.292335e-05	111685	5
AQP4	18	6.035699999999999e-07	4.400594e-05	113385	4
ARHGAP28	18	1.8099e-06	0.00010580943	110766	11
ASXL3	18	3.8629e-06	4.565907e-05	109305	4
ATP5A1	18	1.421e-06	8.8084e-06	109160	0
ATP8B1	18	3.9137e-06	0.00023852456	111848	26
ATP9B	18	3.3147000000000002e-06	0.00017720578999999998	109685	19
B4GALT6	18	1.1293000000000001e-06	2.651915e-05	110309	2
BCL2	18	2.876e-07	9.41655e-06	105530	0
BOD1L2	18	2.6880000000000003e-08	1.64549e-05	103616	1
C18orf21	18	5.8707e-07	0.00014132782	109096	15
C18orf25	18	1.0293e-06	0.0	110191	0
C18orf32	18	1.1735999999999999e-07	8.819739999999999e-06	111856	0
C18orf42	18	7.7901e-08	0.0	59640	0
C18orf54	18	7.441800000000001e-07	0.0001867116	108712	20
C18orf56	18	9.4593e-08	0.0377282996	101467	3828
C18orf8	18	2.5303e-06	2.642494e-05	110774	2
CABLES1	18	1.3228999999999999e-06	8.87926e-06	109357	0
CABYR	18	7.8621e-07	7.049208000000001e-05	111093	7
CBLN2	18	2.2699000000000002e-07	0.0	106205	0
CCBE1	18	1.1276e-06	9.682212e-05	112148	10
CCDC102B	18	1.4618000000000001e-06	0.0026077422	108368	282
CCDC11	18	1.774e-06	0.00051379192	110180	56
CCDC178	18	2.064e-06	0.0036002034399999997	103075	371
CCDC68	18	9.014200000000001e-07	0.00026815395	109806	29
CD226	18	6.3927e-07	1.761727e-05	111319	1
CDH19	18	1.4866999999999999e-06	0.00014526494	109142	15
CDH2	18	2.1234e-06	3.538981e-05	110796	3
CDH20	18	1.4531000000000001e-06	3.560537e-05	111076	3
CDH7	18	1.9003e-06	5.288691e-05	109782	5
CELF4	18	1.5388999999999998e-06	2.07723e-05	102427	2
CEP192	18	6.336799999999999e-06	0.00035633316	109258	38
CEP76	18	2.4632e-06	0.00013354973	107440	14
CETN1	18	1.2311e-07	8.80452e-06	107306	0
CHMP1B	18	1.8535e-07	0.0	107979	0
CHST9	18	1.1013e-06	0.00012538487	111134	13
CIDEA	18	4.2437e-07	5.290044e-05	106290	5
CLUL1	18	8.637799999999999e-07	0.0005958524500000001	110995	66
CNDP1	18	1.501e-06	0.00029227523	112547	32
CNDP2	18	1.3021e-06	0.00017717605	110138	19
COLEC12	18	1.346e-06	4.594125e-05	107265	4
CPLX4	18	2.726e-07	4.40879e-05	111324	4
CTAGE1	18	0.0	0.0	112797	0
CTDP1	18	2.3693e-06	4.461167e-05	107754	4
CTIF	18	1.3741e-06	0.0	108872	0
CXXC1	18	2.0066e-06	2.735795e-05	110968	3
CYB5A	18	3.1057e-07	3.520152e-05	111278	3
DCC	18	5.3033000000000005e-06	5.302074000000001e-05	112579	5
DLGAP1	18	2.4252e-06	8.96974e-06	108780	0
DOK6	18	9.901e-07	8.8185e-06	110960	0
DSC1	18	2.3894999999999997e-06	0.00033812705000000004	110870	37
DSC2	18	1.9145e-06	0.00014993433000000001	112250	16
