SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
AAMDC	11	3.7921e-07	6.162098000000001e-05	109228	6
AASDHPPT	11	6.2563e-07	2.76369e-05	107672	2
ABCC8	11	4.5578e-06	0.00053962102	108967	58
ABCG4	11	1.3765e-06	0.00017686792000000002	112451	19
ABTB2	11	2.2434e-06	5.3149669999999995e-05	106166	5
AC103801.2	11	0.0	0.0	112845	0
ACAD8	11	1.5557e-06	0.0002269227	109284	24
ACAT1	11	9.7667e-07	8.821863000000002e-05	111139	9
ACCS	11	1.1086e-06	0.00014995537	110665	16
ACCSL	11	1.3738999999999999e-06	0.00032704238	111880	36
ACER3	11	9.7178e-07	4.581871e-05	107590	4
ACP2	11	1.1212e-06	7.959642e-05	110053	8
ACRV1	11	5.0902e-07	0.0001144142	113148	12
ACY3	11	5.5348e-07	4.440855e-05	106536	4
ADAMTS15	11	1.5109e-06	0.00012247083	106370	13
ADAMTS8	11	1.6875e-06	0.00028397605	107684	30
ADM	11	2.9475e-07	2.0435699999999998e-05	108596	2
ADRBK1	11	2.2406e-06	1.764229e-05	109908	1
AGBL2	11	2.7032e-06	0.00038828589999999997	110786	43
AHNAK	11	4.192e-06	6.164833e-05	112988	6
AIP	11	9.384600000000001e-07	3.590419e-05	105620	3
AKIP1	11	3.8094e-07	0.0001245634	107921	13
ALDH3B1	11	8.436e-07	0.00010369023000000001	100977	10
ALDH3B2	11	6.839399999999999e-07	0.0011085889599999998	110814	122
ALG8	11	1.9674e-06	0.0005096273	105502	53
ALG9	11	1.3675e-06	5.3013199999999996e-05	111375	5
ALKBH3	11	1.3174e-06	0.00214768759	111928	240
ALKBH8	11	1.2896000000000001e-06	5.751135e-05	87603	5
ALX4	11	9.9926e-07	1.00874e-05	104823	1
AMBRA1	11	3.0504e-06	7.216656e-05	108253	7
AMICA1	11	8.0783e-07	0.00166209891	113082	187
AMOTL1	11	2.7269e-06	7.186451e-05	105465	7
AMPD3	11	2.1767e-06	0.00026745449	110981	29
ANAPC15	11	4.1476000000000004e-07	0.0	92156	0
ANGPTL5	11	8.746e-07	0.00023161967	110182	25
ANKK1	11	1.2424e-06	0.00117302729	102993	120
ANKRD13D	11	1.4471e-06	8.81881e-06	104633	0
ANKRD42	11	1.0585e-06	0.00019556284	106567	20
ANKRD49	11	5.0401e-07	5.451788000000001e-05	108124	5
ANO1	11	2.9374e-06	7.151196999999999e-05	104725	7
ANO3	11	3.5411000000000003e-06	0.0002129416	109800	23
ANO5	11	3.2802999999999997e-06	0.00045101985	111675	50
ANO9	11	2.3224e-06	0.00031048899	104491	32
AP000721.4	11	1.9772999999999998e-07	0.0	93100	0
AP000758.1	11	4.3518e-08	0.0	110112	0
AP000867.1	11	0.0	0.0	106209	0
AP000889.3	11	2.4619e-07	6.196582e-05	102637	6
AP001350.1	11	0.0	0.0	107214	0
AP001362.1	11	2.2055999999999998e-07	8.96845e-06	103716	0
AP002884.3	11	6.4152e-07	0.00019343699	110979	21
AP002956.1	11	2.9352e-08	0.0	112528	0
AP003068.23	11	5.6169000000000005e-08	0.0	105667	0
AP003733.1	11	0.0	0.0	108459	0
AP006621.5	11	0.0	0.0	102621	0
AP2A2	11	2.319e-06	0.0	102199	0
AP5B1	11	1.1490000000000001e-06	0.00012198126	102159	12
APBB1	11	1.5891e-06	8.78966e-06	108623	0
API5	11	1.8817e-06	8.79446e-06	109991	0
APIP	11	5.4122e-07	0.00283369916	103895	294
APLNR	11	4.0413000000000006e-07	0.0	111124	0
APLP2	11	1.9533e-06	3.532215e-05	111907	3
APOA1	11	3.8427e-07	1.787358e-05	108452	1
APOA4	11	8.0098e-07	0.00013344613	112375	14
APOA5	11	6.901800000000001e-07	0.00024876391	110238	27
APOC3	11	2.4494e-07	0.002848476	108780	309
AQP11	11	3.8154e-07	0.00029461827	108529	31
ARAP1	11	3.8914e-06	0.00010749799999999999	105838	11
ARCN1	11	1.9938999999999997e-06	0.0	110931	0
ARFGAP2	11	1.5919e-06	5.2809009999999996e-05	109738	5
ARFIP2	11	1.0846e-06	1.7592320000000002e-05	110449	1
ARHGAP1	11	9.519200000000001e-07	5.304483e-05	109120	5
ARHGAP20	11	2.3284e-06	6.187585e-05	110675	6
ARHGAP32	11	4.4725e-06	5.597092e-05	109932	6
ARHGAP42	11	2.9405e-06	0.0	72707	0
ARHGEF12	11	5.1717e-06	5.361089e-05	110140	5
ARHGEF17	11	4.715400000000001e-06	8.227485000000001e-05	109883	9
ARL14EP	11	3.7871000000000003e-07	0.0	112123	0
ARL2	11	4.7471000000000005e-07	1.8284610000000002e-05	105898	1
ARNTL	11	1.9497e-06	3.536897e-05	109367	3
ARRB1	11	1.1072e-06	8.798939999999999e-06	107267	0
ART1	11	9.6989e-07	0.0014321080900000002	103209	147
ART5	11	7.5722e-07	8.643712e-05	102944	8
ASCL3	11	2.6454999999999997e-07	0.00103732164	111138	115
ASRGL1	11	4.3222e-07	2.730553e-05	109491	2
ATG13	11	1.1858e-06	8.88526e-06	111715	0
ATG16L2	11	1.7667e-06	0.00027639355	108094	29
ATG2A	11	4.7252e-06	0.00014858211000000002	105390	15
ATHL1	11	1.8991e-06	0.0006386172499999999	106830	68
ATL3	11	1.7386000000000002e-06	9.773627e-05	109196	10
ATM	11	9.1112e-06	0.00098103926	111953	109
ATP5L	11	2.8648e-07	1.766818e-05	108485	1
B3GAT1	11	9.2384e-07	2.777864e-05	102581	2
B3GAT3	11	9.391200000000001e-07	9.915645e-05	110506	10
B3GNT1	11	8.0596e-07	6.39772e-05	108749	6
B3GNT6	11	4.4674e-07	0.0001298128	96721	12
B4GALNT4	11	2.6823e-06	0.00036838435	102905	37
BACE1	11	1.3301e-06	2.7746390000000002e-05	111523	3
BAD	11	2.4966e-07	7.181741e-05	104201	7
BANF1	11	1.9721e-07	0.0	111766	0
