SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
AANAT	17	3.6482e-07	8.821610000000001e-06	103246	0
AARSD1	17	1.0222e-06	0.00017589558999999997	110757	19
AATF	17	1.6373e-06	0.00052061501	109789	57
AATK	17	2.1087000000000002e-06	9.094491e-05	91969	8
ABCA10	17	3.6601e-06	0.05267756284	107563	5666
ABCA5	17	4.0619e-06	0.00037729062999999994	105672	39
ABCA6	17	3.5717e-06	0.00054111809	107995	58
ABCA8	17	3.9326e-06	0.00118113132	109728	129
ABCA9	17	4.5712e-06	0.0034708047799999996	110192	382
ABCC3	17	3.5819e-06	0.0016720884699999998	110539	184
ABHD15	17	7.147199999999999e-07	0.00014701148	107358	15
ABI3	17	7.695100000000001e-07	5.031125e-05	98562	4
ABR	17	2.2579e-06	6.356935e-05	106304	6
AC002553.1	17	8.1983e-08	0.0	101382	0
AC003043.1	17	1.4669999999999998e-08	0.0	110620	0
AC003101.1	17	2.8256e-07	8.82099e-06	102614	0
AC003102.1	17	0.0	0.0	111135	0
AC005358.1	17	1.5991e-06	8.93304e-06	109203	0
AC005544.1	17	4.4657999999999995e-08	0.0	112083	0
AC005549.3	17	1.0728e-08	0.0	109924	0
AC006435.1	17	2.3044000000000002e-07	0.00010764993000000001	111435	11
AC027763.2	17	1.0375e-07	0.0	109450	0
AC040977.1	17	1.3175999999999998e-07	0.000397935	107561	42
AC061992.1	17	0.0	0.0	105155	0
AC079210.1	17	0.0	0.0	108045	0
AC087645.1	17	2.9311e-07	9.10797e-06	97265	0
AC103809.2	17	1.1862e-07	0.0	99724	0
AC127496.1	17	0.0	0.0	109986	0
AC129492.6	17	0.0	0.0	103457	0
ACACA	17	7.9813e-06	8.910431e-05	112129	9
ACADVL	17	1.8598e-06	0.0001055751	109182	11
ACAP1	17	2.2695e-06	7.421953e-05	107675	7
ACBD4	17	1.2281e-06	0.0001425424	111245	15
ACE	17	3.6843e-06	0.00044201765999999997	109893	48
ACLY	17	3.5342e-06	9.689712e-05	109814	10
ACOX1	17	1.9009999999999999e-06	6.154201999999999e-05	112282	6
ACSF2	17	1.6978e-06	0.00044450981	111298	49
ACTG1	17	6.1593e-07	4.406316e-05	110268	4
ADAM11	17	2.5215e-06	8.539319e-05	106450	9
ADAP2	17	1.3736e-06	0.00045812557	112352	51
ADORA2B	17	5.8446e-07	0.00021158973999999998	111586	23
ADPRM	17	5.905699999999999e-07	1.773039e-05	107365	1
AFMID	17	1.1987e-06	0.00308957633	104938	324
AIPL1	17	8.479299999999999e-07	9.731158000000002e-05	111789	10
AKAP1	17	1.839e-06	4.3975200000000005e-05	112561	4
AKAP10	17	2.0016e-06	4.401415e-05	110899	4
ALDH3A1	17	1.0229e-06	0.00062926121	108221	68
ALDH3A2	17	1.105e-06	5.276145e-05	109763	5
ALDOC	17	1.0252e-06	2.6404159999999998e-05	112221	2
ALKBH5	17	6.7326e-07	0.0	108726	0
ALOX12	17	1.9852e-06	0.00021131411	108730	22
ALOX12B	17	1.6885e-06	6.179278000000001e-05	105243	6
ALOX15	17	1.7771e-06	0.00030181301	111837	33
ALOX15B	17	1.747e-06	0.00118842703	108907	129
ALOXE3	17	2.3478e-06	0.00046684746	106530	49
ALYREF	17	3.5073e-07	0.0	109463	0
AMZ2	17	7.8185e-07	0.00050219856	111434	55
ANAPC11	17	5.4725e-07	9.03411e-05	107692	9
ANKFN1	17	2.1696e-06	0.00030435391	110409	33
ANKFY1	17	3.1560000000000004e-06	3.590566e-05	109558	3
ANKRD13B	17	1.5909e-06	2.678518e-05	107375	2
ANKRD40	17	1.0058e-06	6.42336e-05	109786	7
AOC2	17	1.7927e-06	0.00053663656	110624	59
AOC3	17	1.8206e-06	0.00040437534	109882	44
AP2B1	17	2.1725999999999997e-06	7.375976e-05	111627	8
APOH	17	1.0412999999999999e-06	0.00022439354	111575	25
APPBP2	17	1.7394e-06	2.6752329999999997e-05	109408	2
ARHGAP23	17	2.5362e-06	0.0	60236	0
ARHGAP27	17	1.5861000000000002e-06	0.00010881155000000001	104420	11
ARHGAP44	17	2.6501e-06	5.779257e-05	106034	6
ARHGDIA	17	5.751300000000001e-07	8.79136e-06	106554	0
ARHGEF15	17	1.8534000000000001e-06	7.116572e-05	110220	7
ARL16	17	2.7549e-07	0.00016183741000000003	103156	16
ARL4D	17	5.3177e-07	8.8294e-06	107169	0
ARL5C	17	3.5222e-07	6.649439999999999e-05	60409	4
ARMC7	17	2.7094e-07	1.772221e-05	108997	1
ARRB2	17	1.2208e-06	0.00111526775	109027	121
ARSG	17	9.4257e-07	0.00027371235	111374	30
ASB16	17	1.3669e-06	0.00024009863999999997	108935	26
ASGR1	17	7.0385e-07	0.00018807391	111209	20
ASGR2	17	6.0911e-07	9.237068e-05	108937	10
ASIC2	17	1.2424e-06	0.0	107605	0
ASPA	17	5.0406e-07	5.278594e-05	111422	5
