SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
A3GALT2	1	5.1422e-07	8.313344000000001e-05	96991	8
AADACL3	1	1.7009e-07	9.465570000000001e-06	111925	1
AADACL4	1	3.6803000000000005e-07	0.0	112485	0
ABCA4	1	6.2377e-06	0.00082804971	112006	92
ABCB10	1	1.3156e-06	9.679241e-05	111567	10
ABCD3	1	3.1172000000000004e-06	8.894284e-05	109456	9
ABL2	1	3.2127999999999995e-06	0.00064352384	110928	71
AC092811.1	1	0.0	0.0	110571	0
AC093157.1	1	4.7401999999999997e-08	0.0	110501	0
AC114494.1	1	3.684e-08	0.0	108907	0
ACADM	1	1.3215e-06	0.00010620847	109144	11
ACAP3	1	2.0147999999999998e-06	7.709224e-05	100171	7
ACBD3	1	1.7316999999999999e-06	4.604904e-05	110197	5
ACBD6	1	7.5119e-07	7.057319999999999e-05	112442	7
ACOT11	1	2.0225e-06	0.00041494998	110636	45
ACOT7	1	8.428100000000001e-07	0.0	111952	0
ACP6	1	8.924700000000002e-07	7.065912e-05	108847	7
ACTA1	1	6.4518e-07	0.00010650271999999999	110224	11
ACTL8	1	1.7896e-07	1.77708e-05	111898	1
ACTN2	1	2.3537e-06	6.266039e-05	112327	7
ACTRT2	1	3.6891e-07	4.430687e-05	112436	4
ADAM15	1	2.9797000000000005e-06	0.00034009096	109296	37
ADAM30	1	0.0	0.0	112961	0
ADAMTS4	1	1.7341999999999998e-06	0.00016042988	107370	17
ADAMTSL4	1	3.1552e-06	0.00032440668999999996	108974	35
ADAMTSL4-AS1	1	0.0	0.0	110028	0
ADAR	1	2.7432e-06	8.036983e-05	112329	9
ADC	1	1.1214e-06	7.062003e-05	110008	7
ADCK3	1	1.5327000000000002e-06	0.00018061971999999997	109832	19
ADCY10	1	4.546e-06	0.0005631701400000001	112547	63
ADIPOR1	1	7.6749e-07	1.794561e-05	110186	1
ADORA1	1	3.5479e-07	1.830298e-05	105680	1
ADORA3	1	7.451300000000001e-07	0.00019356299	111715	21
ADPRHL2	1	5.409899999999999e-07	6.322279e-05	109511	6
ADSS	1	1.2683e-06	1.763921e-05	108413	1
AGBL4	1	1.6491999999999998e-06	0.0002173791	92977	20
AGL	1	4.791e-06	0.00074206027	112388	83
AGMAT	1	5.394e-07	0.00061054001	111828	68
AGO1	1	3.1732e-06	0.0	109340	0
AGO3	1	2.6845999999999997e-06	8.79678e-06	109577	0
AGO4	1	2.8022000000000005e-06	3.5299840000000007e-05	109192	3
AGRN	1	5.0007e-06	0.00020834331000000003	102366	21
AGT	1	6.7753e-07	4.441313e-05	113020	5
AGTRAP	1	2.8308e-07	9.02218e-06	106890	0
AHCTF1	1	6.0337e-06	0.011861755600000001	109732	1301
AHCYL1	1	2.2025e-06	3.524315e-05	110769	3
AHDC1	1	2.3143e-06	0.0	105277	0
AIDA	1	8.359600000000001e-07	6.367242e-05	107177	6
AIM1L	1	2.0344e-06	0.00022595332000000003	105587	23
AIM2	1	5.8539e-07	0.00015930897	111557	17
AJAP1	1	8.693700000000001e-07	0.0	100748	0
AK2	1	7.5334e-07	7.349919e-05	107224	7
AK4	1	5.0218e-07	1.77585e-05	106576	1
AK5	1	1.6201e-06	4.474468e-05	108070	4
AKIRIN1	1	4.9258e-07	8.869810000000002e-06	107893	0
AKNAD1	1	1.7917e-06	0.00127801808	109532	139
AKR1A1	1	8.9095e-07	8.796197000000001e-05	112160	9
AKR7A2	1	6.7039e-07	9.679386e-05	112108	10
AKR7A3	1	7.483199999999999e-07	0.00015859067	111399	17
AKR7L	1	3.1093000000000005e-07	8.813417999999999e-05	110813	9
AKT3	1	1.3388999999999998e-06	0.0	107617	0
AL020996.1	1	0.0	0.0	109976	0
AL035406.1	1	2.3598e-08	0.0	112035	0
AL109927.1	1	0.0	0.0	105085	0
AL136115.1	1	0.0	0.0	108115	0
AL136376.1	1	8.6953e-08	2.6394190000000005e-05	109054	2
AL139147.1	1	0.0	0.0	110028	0
AL162431.1	1	1.1891e-08	0.0	111116	0
AL353354.1	1	4.1299e-08	0.0	112357	0
AL353354.2	1	0.0	0.0	112357	0
AL356356.1	1	2.7676e-07	0.0	108290	0
AL357673.1	1	0.0	0.0	110149	0
AL589765.1	1	1.5992000000000002e-07	0.0	94335	0
AL590714.1	1	9.043600000000001e-09	0.0	108162	0
AL590822.2	1	0.0	0.0	101953	0
AL645608.1	1	1.7489999999999998e-07	0.00021203299999999998	107001	22
AL645728.1	1	0.0	0.0	90067	0
AL646016.1	1	1.726e-08	0.0	101564	0
AL929472.1	1	2.1417000000000002e-08	0.0	111090	0
ALDH4A1	1	1.4183e-06	0.00019493175	105132	20
ALDH9A1	1	1.4125e-06	0.0006268243	108839	68
ALG14	1	5.7104e-07	0.0002378842	112146	26
ALG6	1	1.2932e-06	6.206502e-05	111341	6
ALPL	1	1.3315e-06	0.00011482453000000001	111443	12
ALX3	1	4.6354e-07	8.80282e-06	109720	0
AMIGO1	1	6.3051e-07	0.0	112347	0
AMPD1	1	2.0708e-06	0.12949295099000002	112464	14563
AMPD2	1	2.1435e-06	0.00020618945	109134	22
AMY1A	1	3.5887e-07	0.0001103737	95701	10
AMY1B	1	1.6215e-07	3.33011e-05	60210	2
AMY1C	1	3.2061999999999997e-07	0.0131781746	104510	1377
AMY2A	1	8.3756e-07	0.00044491607000000005	102257	45
AMY2B	1	1.8094999999999998e-06	0.00038918022	112157	43
ANGEL2	1	1.7467e-06	8.853043e-05	110457	9
ANGPTL1	1	9.311e-07	7.365123999999999e-05	108070	7
ANGPTL3	1	1.1463e-06	0.00017085215	111310	19
ANGPTL7	1	8.490999999999999e-07	0.00038972933	111739	43
ANKRD13C	1	1.9443e-06	1.765007e-05	108804	1
ANKRD34A	1	5.397e-07	0.0	106660	0
ANKRD35	1	2.8365e-06	0.00166709724	109825	183
ANKRD45	1	6.0472e-07	1.760781e-05	110946	1
ANKRD65	1	3.1538e-07	0.0	59628	0
ANP32E	1	7.5214e-07	1.787638e-05	107261	1
ANXA9	1	1.4345e-06	0.00036167663	109390	39
