SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
AAGAB	15	1.0214e-06	0.00013276253999999998	109871	14
ABHD17C	15	5.0869e-07	0.0	104063	0
ABHD2	15	9.9771e-07	8.798020000000001e-06	112291	0
AC069368.3	15	1.0612e-06	7.933679e-05	110014	8
AC105020.1	15	0.0	0.0	103694	0
AC114546.1	15	0.0	0.0	112003	0
AC139426.2	15	0.0	0.0	100739	0
ACAN	15	3.5355000000000003e-06	1.775099e-05	107289	1
ACSBG1	15	1.6316e-06	9.694811e-05	111652	10
ACTC1	15	5.609300000000001e-07	1.773417e-05	111772	1
ADAL	15	6.5138e-07	2.752836e-05	108677	2
ADAM10	15	2.1464e-06	8.79755e-06	106648	0
ADAMTS17	15	3.6752999999999998e-06	0.00031077553	109426	34
ADAMTS7	15	3.6749e-06	0.00024087933999999997	101212	24
ADAMTSL3	15	4.9396e-06	0.00025920398	110707	28
ADPGK	15	9.544e-07	4.417979999999999e-05	110377	4
AEN	15	5.865999999999999e-07	0.00013276551000000002	108719	14
AGBL1	15	3.1208e-06	0.00389410223	106881	416
AKAP13	15	6.434e-06	0.00031712529	111515	35
ALDH1A2	15	1.2972e-06	2.6415e-05	112105	2
ALDH1A3	15	9.7931e-07	3.603775e-05	109247	3
ALPK3	15	3.5803e-06	0.0006717748700000001	108838	73
ANKDD1A	15	1.5405000000000001e-06	0.00030148674	110553	33
ANKRD34C	15	6.6965e-07	0.0	59653	0
ANP32A	15	6.665699999999999e-07	0.0	111454	0
ANPEP	15	2.5969e-06	0.00015847883	112340	17
ANXA2	15	9.6729e-07	4.404229e-05	111459	4
AP3B2	15	2.6158e-06	3.568232e-05	106953	3
AP3S2	15	4.9074e-07	8.808710000000002e-06	103724	0
AP4E1	15	2.7681000000000002e-06	0.00011465749	110781	12
APBA2	15	1.4488e-06	2.644776e-05	110697	2
APH1B	15	7.9316e-07	0.00015950626	109012	17
AQP9	15	6.2686e-07	5.2939110000000003e-05	112257	5
AQR	15	4.7942e-06	5.36367e-05	107879	5
ARHGAP11A	15	2.1196e-06	0.00018752186000000002	110347	20
ARHGAP11B	15	4.1666000000000003e-07	3.586053e-05	110776	3
ARID3B	15	1.0999e-06	9.00317e-06	109942	0
ARIH1	15	2.0917e-06	1.762432e-05	106339	1
ARNT2	15	1.8969999999999998e-06	2.639855e-05	111806	2
ARPP19	15	2.0546999999999997e-07	0.0	101689	0
ARRDC4	15	1.0215e-06	0.00011443976999999999	110665	12
ASB7	15	1.4499e-06	0.0	110254	0
ATP10A	15	3.1586e-06	0.00013405672	109988	14
ATP8B4	15	3.3104e-06	0.00046457097	109820	51
AVEN	15	8.695299999999999e-07	0.00027351061000000003	109382	29
B2M	15	3.6396e-07	8.79461e-06	113633	0
BAHD1	15	2.0446e-06	0.00013337801	108598	14
BBS4	15	1.4562000000000001e-06	0.00015497867	108422	16
BCL2A1	15	3.9469e-07	1.778731e-05	111785	1
BCL2L10	15	1.6515e-07	5.92808e-05	100030	5
BLM	15	2.9162e-06	0.00078678448	111452	87
BLOC1S6	15	6.709100000000001e-07	3.0825e-05	104151	3
BMF	15	7.7031e-07	1.758953e-05	106449	1
BNC1	15	1.3502e-06	4.4354009999999997e-05	112700	4
BNIP2	15	9.4069e-07	4.4676469999999996e-05	102019	4
BTBD1	15	1.3576e-06	4.404581e-05	107687	4
BUB1B	15	3.6281e-06	0.00019370122999999998	112860	21
C15ORF37	15	1.9823e-07	0.0	104745	0
C15orf26	15	5.3501e-07	2.6979140000000003e-05	107927	2
C15orf27	15	9.531e-07	0.00011919004999999999	109535	13
C15orf32	15	3.8001999999999993e-07	4.822978e-05	110300	5
C15orf37	15	0.0	0.0	104745	0
C15orf38	15	3.9746e-07	3.531417e-05	112599	3
C15orf38-AP3S2	15	9.9715e-07	7.945328e-05	108220	8
C15orf39	15	1.5553e-06	9.115476999999999e-05	108561	9
C15orf40	15	2.7618000000000003e-07	4.4258320000000004e-05	106967	4
C15orf41	15	9.2196e-07	0.00019854404	102682	20
C15orf43	15	6.1847e-07	0.00014013574	106828	14
C15orf48	15	2.8678000000000003e-07	0.00013364445	111624	14
C15orf52	15	1.463e-06	0.00021704002	105415	22
C15orf53	15	5.8396e-08	6.18679e-05	110224	6
C15orf54	15	8.5639e-08	0.0	109380	0
C15orf56	15	1.0279000000000002e-07	0.0	93693	0
C15orf57	15	4.5589e-07	1.76084e-05	100273	1
C15orf59	15	6.2657e-07	8.82722e-06	110933	0
C15orf60	15	6.6717e-07	0.00011183971000000002	102221	11
C15orf61	15	1.9993e-07	0.0	60924	0
C15orf62	15	5.2594e-07	1.65355e-05	103263	1
C15orf65	15	1.492e-07	0.0	90831	0
C2CD4A	15	2.0840999999999997e-07	0.0	100312	0
C2CD4B	15	1.2930999999999998e-07	0.0	87554	0
CA12	15	9.65e-07	0.0012780917599999999	111380	142
CALML4	15	3.5094e-07	0.008082143640000001	112104	906
CAPN3	15	2.558e-06	0.00025546256	110734	28
CASC4	15	1.2912e-06	7.185359e-05	106704	7
CASC5	15	4.3589e-06	0.00011535958	110384	12
CATSPER2	15	1.6772e-06	0.27454532942	111915	30725
CCDC33	15	2.2244e-06	0.00041642892999999996	109237	45
CCNB2	15	1.5332e-06	0.00010008163000000001	109421	10
CCNDBP1	15	9.1846e-07	7.91539e-05	110759	8
CCPG1	15	1.7255e-06	4.465724e-05	110197	4
CD276	15	9.1546e-07	0.00022077438999999998	109244	24
CDAN1	15	3.3218e-06	0.00018464824	108348	20
CELF6	15	1.1922e-06	5.964433000000001e-05	100078	5
CEP152	15	4.4717e-06	0.0008110636099999999	111572	90
CERS3	15	1.0488e-06	6.271816999999999e-05	109190	6
CGNL1	15	3.4925e-06	0.00030115067	110622	33
CHAC1	15	5.4321e-07	0.00013281386999999998	108659	14
CHD2	15	6.3337e-06	1.767589e-05	109343	1
CHP1	15	6.496300000000001e-07	1.7603310000000002e-05	110620	1
CHRFAM7A	15	4.5683999999999995e-07	0.00016324822	101785	16
CHRM5	15	1.1787e-06	7.039141e-05	112636	7
CHRNA3	15	7.6741e-07	0.00010601274	110927	11
CHRNA5	15	6.730500000000001e-07	8.28556e-05	110601	9
CHRNA7	15	9.477299999999999e-07	0.00018344069	101825	18
CHRNB4	15	9.7598e-07	1.7603020000000002e-05	109237	1
CHST14	15	5.2053e-07	8.803439999999999e-06	107030	0
CHSY1	15	1.5294e-06	8.824196e-05	111471	9
CIB1	15	6.421500000000001e-07	1.7596029999999998e-05	101855	1
CIB2	15	6.304600000000001e-07	0.00015228823999999998	105506	16
CILP	15	2.1519e-06	0.00059264371	111581	66
CKMT1A	15	6.5367e-07	0.00010596706	111908	11
CKMT1B	15	6.5689e-07	0.00013203451999999999	109995	14
