SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
A1CF	10	2.11e-06	0.00014349289	111614	16
ABCC2	10	4.3026e-06	0.0014620953899999998	113130	165
ABI1	10	1.3513999999999999e-06	1.0627e-05	109387	1
ABLIM1	10	2.4816e-06	3.536281e-05	109076	3
AC022400.2	10	4.9838e-09	0.0	106870	0
AC022532.1	10	2.5269e-07	1.760938e-05	109848	1
ACADSB	10	1.0868000000000001e-06	0.0007219026400000001	112689	81
ACBD5	10	1.5432e-06	0.0001847447	109623	20
ACBD7	10	2.2108000000000002e-07	0.00010609780000000001	108122	11
ACSL5	10	1.9123e-06	0.00016715186999999998	111482	18
ACTA2	10	9.340799999999999e-07	8.81772e-06	109010	0
ACTR1A	10	1.4778999999999999e-06	8.793369999999999e-06	111279	0
ADAM12	10	2.4521e-06	0.00017259526999999997	110021	18
ADAM8	10	2.0448e-06	0.00058705259	103076	60
ADAMTS14	10	3.5016e-06	0.00046228942999999997	108869	50
ADARB2	10	1.1912000000000001e-06	1.789698e-05	104341	1
ADD3	10	2.0657e-06	2.641933e-05	111453	2
ADIRF	10	1.1442e-07	8.92284e-06	100556	0
ADK	10	9.141599999999999e-07	8.828700999999999e-05	107248	9
ADO	10	2.5598000000000005e-07	0.0	97571	0
ADRA2A	10	4.152e-07	5.8500190000000005e-05	105137	6
ADRB1	10	4.3832e-07	3.801402e-05	106056	4
AFAP1L2	10	1.989e-06	0.00015308654	110905	16
AGAP10	10	2.9506999999999997e-08	0.0	101903	0
AGAP4	10	0.0	0.0	84995	0
AGAP5	10	2.6662e-07	0.0	100613	0
AGAP6	10	4.2198e-07	0.00040262351000000003	106850	43
AGAP7	10	1.1622e-07	1.24456e-05	104367	1
AGAP8	10	0.0	0.0	97745	0
AIFM2	10	8.081999999999999e-07	0.00019526984	111045	21
AKR1C1	10	1.2093e-06	0.00053382456	108845	58
AKR1C2	10	1.0051000000000001e-06	9.691765e-05	107708	10
AKR1C3	10	1.3927e-06	0.0009975958900000001	109002	108
AKR1C4	10	9.743700000000002e-07	0.00018626650000000002	111749	20
AKR1CL1	10	2.6570999999999996e-07	1.789002e-05	102488	1
AKR1E2	10	9.1304e-07	0.00024646924	112495	27
AL133481.1	10	4.7048e-08	0.0	101001	0
AL137026.1	10	9.5915e-09	9.30735e-06	105130	0
AL138764.1	10	0.0	0.0	80621	0
