SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
AARS2	6	3.4494e-06	0.00036254632000000007	111750	40
ABCC10	6	3.8213999999999995e-06	0.00048606108	110063	53
ABCF1	6	3.1633e-06	0.00019599553	108850	21
ABHD16A	6	2.3234e-06	7.205076e-05	108176	7
ABRACL	6	2.3588000000000002e-07	8.84033e-06	108272	0
ABT1	6	3.8218000000000005e-07	1.761544e-05	110331	1
ACAT2	6	7.818300000000001e-07	0.00011687343000000001	109570	12
ACOT13	6	2.7322e-07	5.40083e-05	110721	5
ADAT2	6	6.502600000000001e-07	0.00010600845	111981	11
ADGB	6	4.1779e-06	0.0004792686	60534	29
ADTRP	6	6.3147e-07	0.00045664130999999993	108697	49
AGER	6	1.5308e-06	0.00046089394	109415	50
AGPAT1	6	1.017e-06	8.97714e-06	109562	0
AGPAT4	6	1.2969e-06	1.773635e-05	109126	1
AHI1	6	3.5861000000000003e-06	0.0006917794	104395	72
AIF1	6	4.9875e-07	0.00015315938999999997	108388	16
AIG1	6	6.184300000000001e-07	5.2915600000000005e-05	104711	5
AIM1	6	3.9668e-06	0.00077182583	109871	84
AK9	6	4.5255e-06	0.00033824144999999997	95928	32
AKAP12	6	2.068e-06	4.424294e-05	112324	4
AKAP7	6	7.4702e-07	0.00015176024	107944	16
AKIRIN2	6	8.762399999999999e-07	8.79972e-06	110250	0
AL031320.1	6	0.0	0.0	111163	0
AL035588.1	6	2.855e-08	0.0	104538	0
AL079342.1	6	0.0	0.0	104034	0
AL121963.1	6	2.6012e-07	2.6404299999999997e-05	111526	2
AL441883.1	6	1.5044000000000002e-07	1.99727e-05	108638	2
AL583828.1	6	0.0	0.0	107028	0
AL591025.1	6	7.5192e-08	3.16016e-05	105599	3
AL645922.1	6	4.2011000000000005e-08	2.02926e-05	90874	1
ALDH5A1	6	1.1631e-06	0.00031652432	113140	35
ALDH8A1	6	7.7152e-07	4.411125e-05	111557	4
AMD1	6	7.036e-07	8.95592e-06	109950	0
ANKRD6	6	1.9536000000000002e-06	0.00011620201000000001	102280	11
ANKRD66	6	2.7778000000000004e-07	0.0	59633	0
ANKS1A	6	2.7192e-06	6.19495e-05	110626	6
APOBEC2	6	4.3306000000000004e-07	1.759681e-05	110223	1
APOM	6	4.2148999999999994e-07	2.7101740000000005e-05	107016	2
ARG1	6	8.266299999999999e-07	7.057906e-05	111478	7
ARHGAP18	6	2.1534e-06	0.00015058131	109939	16
ARID1B	6	4.8142000000000004e-06	3.555835e-05	109968	3
ARMC12	6	1.2266e-06	0.00030796177000000006	112011	34
ARMC2	6	1.6491e-06	0.00018751528999999998	107994	20
ASCC3	6	7.3938e-06	0.00065983704	111709	73
ASF1A	6	4.784e-07	0.0	110148	0
ATAT1	6	2.056e-06	9.466631e-05	107018	10
ATF6B	6	1.8809e-06	0.00015652538	110099	17
ATG5	6	8.235799999999999e-07	8.80421e-06	109452	0
ATP6V1G2	6	5.3621e-07	7.956128000000001e-05	109304	8
ATXN1	6	1.1662e-06	0.00015913433000000002	108952	17
B3GALT4	6	9.116e-07	1.760207e-05	110223	1
B3GAT2	6	5.304e-07	0.00010273140999999999	105156	10
BACH2	6	1.3293000000000001e-06	8.834860000000001e-06	111158	0
BAG2	6	2.8046999999999997e-07	9.98343e-06	106668	1
BAG6	6	2.7612e-06	9.12692e-06	107942	0
BAI3	6	4.5763e-06	8.81928e-06	110555	0
BAK1	6	5.7847e-07	4.397212000000001e-05	111607	4
BCKDHB	6	1.1925e-06	0.00013239158	108713	14
BCLAF1	6	2.7904e-06	0.00781733778	110184	861
BEND3	6	1.229e-06	0.0	112169	0
BEND6	6	7.1759e-07	1.76891e-05	103837	1
BLOC1S5	6	5.8941e-07	0.00014159324	108971	15
BMP5	6	1.364e-06	7.047664000000001e-05	111789	7
BMP6	6	1.2229e-06	0.0	108410	0
BPHL	6	7.213800000000001e-07	0.00041958227	109069	45
BRD2	6	1.8707e-06	1.7837920000000002e-05	108294	1
BRPF3	6	2.1277e-06	1.75982e-05	108653	1
BTBD9	6	1.7612e-06	0.00014194280000000002	111483	15
BTN1A1	6	9.8056e-07	0.00011440197	111362	12
BTN2A1	6	1.1113e-06	0.00048379288	112136	54
BTN2A2	6	1.3681e-06	0.00019389827000000002	111832	21
BTN3A1	6	1.0505e-06	8.962884e-05	111721	10
BTN3A2	6	9.716e-07	0.04153853809	111044	4612
BTN3A3	6	1.2225e-06	0.007248900890000001	112337	814
BTNL2	6	8.4021e-07	0.00021136921000000002	108446	22
BVES	6	1.2237e-06	4.422769e-05	110775	4
BYSL	6	1.2639e-06	5.283004e-05	109639	5
C2	6	2.3172e-06	0.00014424729	110806	15
C4A	6	8.2281e-07	5.0248690000000005e-05	96777	4
C4B	6	8.500299999999999e-07	3.0260500000000003e-05	95874	2
C6ORF165	6	1.6359999999999999e-06	0.00040731248999999995	108896	44
C6orf1	6	1.3264e-07	0.0	98832	0
C6orf10	6	1.7708e-06	0.0002137319	105814	22
C6orf106	6	7.2923e-07	1.766144e-05	108752	1
C6orf118	6	1.1201999999999999e-06	0.00032357091	111143	35
C6orf120	6	0.0	0.0	106961	0
C6orf132	6	1.5121e-06	0.0	60077	0
C6orf136	6	7.852199999999999e-07	8.80235e-06	107930	0
C6orf141	6	0.0	0.0	60086	0
C6orf15	6	4.2152000000000003e-07	6.38469e-05	106209	6
C6orf163	6	6.464699999999999e-07	9.926450000000001e-05	73848	7
C6orf195	6	0.0	0.0	108724	0
C6orf201	6	2.6655999999999997e-07	4.4211599999999995e-05	110742	4
C6orf203	6	5.7239e-07	3.5823629999999996e-05	110728	3
C6orf211	6	9.9934e-07	0.0001787127	110469	19
C6orf222	6	1.7919e-06	0.0005562437999999999	111560	62
C6orf223	6	2.2671e-07	9.603032e-05	99245	9
C6orf226	6	9.1807e-09	0.0	105513	0
C6orf25	6	6.526600000000001e-07	7.70809e-05	108590	8
C6orf47	6	4.6994e-07	1.46873e-05	106063	1
C6orf48	6	8.000600000000001e-08	0.0	108385	0
C6orf52	6	4.0600999999999997e-07	8.12026e-05	90515	7
C6orf57	6	2.8821999999999997e-07	0.00052144974	100727	52
C6orf58	6	8.603799999999999e-07	4.551644e-05	107638	4
C6orf62	6	6.7692e-07	0.0	111038	0
C6orf89	6	8.4697e-07	7.915899999999999e-05	111246	8
CAGE1	6	1.6413999999999999e-06	0.00082084356	104559	85
CAP2	6	1.1942e-06	3.5879640000000004e-05	112610	4
CAPN11	6	2.0586e-06	0.0020283566	105084	213
CCDC167	6	2.1254000000000002e-07	3.517057e-05	110194	3
CCDC170	6	1.8897e-06	0.00070915477	110860	78
CCDC28A	6	6.349000000000001e-07	0.00022913043999999997	107113	24
CCHCR1	6	2.8276e-06	0.56297247945	107437	60484
CCNC	6	8.616200000000001e-07	0.0	105498	0
CCND3	6	6.253899999999999e-07	0.0	109922	0
CCR6	6	5.9812e-07	3.519378e-05	112405	3
CD109	6	3.2542e-06	0.00071442341	110162	78
CD164	6	5.854e-07	8.81477e-06	106497	0
CD2AP	6	2.0165e-06	7.926543000000001e-05	109708	8
CD83	6	5.0121e-07	1.803894e-05	108126	1
CDC40	6	1.5872e-06	2.6405390000000002e-05	110821	2
CDC5L	6	3.0174e-06	8.86572e-06	108521	0
CDK19	6	1.4263999999999998e-06	8.81383e-06	106843	0
CDKAL1	6	1.5641e-06	7.05308e-05	110137	7
CDKN1A	6	5.607e-07	4.4383100000000005e-05	112855	5
CDSN	6	4.947899999999999e-07	2.65759e-05	104240	2
CDYL	6	1.0418000000000001e-06	0.0	109912	0
CENPQ	6	7.0711e-07	2.6719079999999998e-05	108903	2
CENPW	6	2.7906e-07	8.82535e-06	111104	0
CEP57L1	6	1.3702e-06	0.00018613278999999997	108876	20
CEP85L	6	2.0981e-06	0.00019027948	108677	20
CFB	6	2.3069e-06	0.00018930488	110559	20
CFB	6	4.0735e-06	0.00018930488	110559	20
CGA	6	1.8653e-07	9.386669999999999e-06	103193	0
CITED2	6	2.1274e-07	0.0	107101	0
CLDN20	6	1.0699000000000002e-07	0.0009414021000000001	112651	106
CLIC1	6	4.3645e-07	3.984305e-05	107924	4
CLIC5	6	6.4782e-07	7.008071e-05	98314	6
CLPS	6	1.5323e-07	7.05422e-05	113158	7
CLPSL1	6	1.742e-07	4.415867e-05	104438	4
CLPSL2	6	1.0854e-07	3.55669e-05	103726	3
CLVS2	6	6.0209e-07	2.7641479999999998e-05	109633	3
CMTR1	6	2.8732e-06	3.519317e-05	111402	3
CNKSR3	6	1.8696e-06	5.2867430000000004e-05	109015	5
CNPY3	6	7.4116e-07	8.79446e-06	97779	0
CNR1	6	5.324e-07	3.51593e-05	112610	3
COL10A1	6	1.0313e-06	0.00024727716	111591	27
COL11A2	6	7.2753e-06	0.00020340988000000002	106827	21
COL12A1	6	8.579099999999999e-06	0.00013393077	109829	14
COL19A1	6	4.1701e-06	0.0008860084300000001	110128	97
COL21A1	6	2.9749e-06	0.0008277019199999999	100804	83
COL9A1	6	3.4021e-06	0.00046185869000000006	110954	51
COQ3	6	6.479300000000001e-07	0.00011531761999999998	109822	12
COX6A1P2	6	5.5029e-08	0.0	112139	0
COX7A2	6	2.4313000000000003e-07	0.00013275344	109626	14
CPNE5	6	2.184e-06	3.528288e-05	107977	3
CRIP3	6	6.3801e-07	8.965163e-05	107144	9
CRISP1	6	5.2313e-07	0.0006868627999999999	110892	76
CRISP2	6	7.3235e-07	0.00011486444	109567	12
CRISP3	6	8.5376e-07	0.00039821044	110840	44
CSNK2B	6	5.8326e-07	8.80654e-06	106228	0
CSNK2B-LY6G5B-1181	6	7.4718e-07	4.522459e-05	106441	4
CTAGE9	6	0.0	0.0	104050	0
CTGF	6	7.202600000000001e-07	1.7837179999999998e-05	110206	1
CUL7	6	4.5979000000000005e-06	0.00016746157	111304	18
CUL9	6	6.7888e-06	0.00013237989	111521	14
CUTA	6	4.3263999999999994e-07	9.685608e-05	110595	10
CYB5R4	6	1.269e-06	7.966099000000001e-05	106514	8
CYP21A2	6	8.4398e-07	3.7218140000000005e-05	100502	3
CYP39A1	6	1.1201e-06	0.00010933367	109094	11
DAAM2	6	2.4078e-06	8.902819999999999e-06	103710	0
DACT2	6	3.1015999999999997e-07	0.0	60343	0
DAXX	6	1.5065e-06	2.6623559999999998e-05	111754	2
DCBLD1	6	1.7944e-06	0.00010898752	110305	12
DCDC2	6	9.8013e-07	0.00011656367000000001	109718	12
DDAH2	6	7.0181e-07	1.810053e-05	107541	1
DDO	6	1.4258000000000002e-06	0.00034427216	112060	38
DDR1	6	2.2531e-06	0.0001357003	108692	14
DDX39B	6	1.2821000000000002e-06	0.000346842	109297	37
DDX43	6	2.1618e-06	0.00027352732999999995	110574	30
DEF6	6	1.8573e-06	1.3016099999999999e-05	107117	1
DEFB110	6	6.1154e-08	8.916950000000001e-06	105837	0
DEFB112	6	6.8834e-08	8.858969999999999e-06	112313	0
DEFB113	6	4.4713000000000005e-08	9.31255e-06	105329	0
DEFB114	6	4.2588e-08	0.0	104750	0
DEFB133	6	8.1969e-10	0.0	59650	0
DEK	6	8.5822e-07	3.692635e-05	105891	3
DHX16	6	4.5588e-06	0.00025855706	107704	27
DLK2	6	5.8738e-07	1.76035e-05	110017	1
DLL1	6	1.5555000000000002e-06	0.0	108853	0
DNAH8	6	1.2019000000000001e-05	0.00324678218	109096	354
DNPH1	6	2.6076999999999997e-07	6.203141999999999e-05	110452	6
DOPEY1	6	6.6026999999999995e-06	0.0001250413	109052	13
DPCR1	6	1.303e-06	0.00010629872	76349	8
DPPA5	6	3.0125e-07	8.797239999999999e-06	112707	0
DSE	6	2.0645e-06	7.051603e-05	110256	7
DSP	6	7.7886e-06	0.00010572469999999999	112121	11
DST	6	1.4641e-05	0.00022380308999999998	108967	24
DTNBP1	6	8.7738e-07	6.174534000000001e-05	109056	6
DUSP22	6	4.7552e-07	0.00014948815	109973	16
DXO	6	9.842299999999998e-07	0.00012633308000000002	110068	13
DYNLT1	6	4.5462e-07	6.214398e-05	107529	6
E2F3	6	9.9566e-07	1.917661e-05	106427	2
ECHDC1	6	5.728100000000001e-07	7.079878000000001e-05	109368	7
ECI2	6	7.0426e-07	0.00011448598999999999	109929	12
ECT2L	6	2.6957e-06	0.0042756077299999995	110320	471
EDN1	6	4.1861999999999997e-07	8.79755e-06	113286	0
EEF1A1	6	7.4502e-07	1.7596e-05	110169	1
EEF1E1	6	3.5510999999999996e-07	2.654538e-05	106262	2
EFHC1	6	1.98e-06	0.00024643013	110029	27
EGFL8	6	8.3792e-07	0.005239992089999999	109309	572
EHMT2	6	3.7295e-06	0.00013791927	107422	14
ELOVL2	6	8.615100000000001e-07	7.974213e-05	110931	8
ELOVL4	6	9.9757e-07	1.760207e-05	111349	1
ELOVL5	6	1.2131999999999999e-06	8.9865e-06	108016	0
ENPP1	6	2.7066e-06	0.00021157353999999999	112115	23
ENPP3	6	2.6023e-06	0.0025167838	109090	274
ENPP4	6	6.4656e-07	1.9599620000000003e-05	109274	2
ENPP5	6	7.323899999999999e-07	0.00023970142000000004	110723	26
EPB41L2	6	2.4198e-06	4.486478e-05	111267	4
EPHA7	6	2.4881e-06	0.0	110217	0
EPM2A	6	5.887e-07	0.00018743353	109232	20
ERMARD	6	1.9925999999999998e-06	0.00028288151000000004	109246	30
ERVFRD-1	6	3.0759e-07	1.7677020000000002e-05	108689	1
ESR1	6	1.4119e-06	8.796469999999999e-06	107727	0
ETV7	6	1.2167e-06	0.00015530121	108750	16
EXOC2	6	3.0596e-06	0.00025209729	110027	27
EYA4	6	1.7326e-06	3.532762e-05	113127	3
EYS	6	5.6857000000000005e-06	0.00126392228	85608	108
EZR	6	1.5719e-06	6.222844e-05	111680	6
F13A1	6	1.8950999999999999e-06	0.00022069322999999997	111866	24
FABP7	6	2.5601e-07	1.760719e-05	107400	1
FAM120B	6	2.7145e-06	0.0005012738500000001	109810	55
FAM135A	6	3.523e-06	0.00010110931999999999	106831	10
FAM162B	6	4.8424e-07	9.084325e-05	110471	10
FAM184A	6	3.3373000000000002e-06	0.00060027513	107584	64
FAM217A	6	1.2203e-06	0.00036208894	112513	40
FAM229B	6	1.0839e-07	0.0	100852	0
FAM26D	6	3.4802e-07	5.2754030000000006e-05	95223	5
FAM26E	6	5.1228e-07	9.722139000000001e-05	111640	10
FAM26F	6	1.5666999999999999e-07	9.13025e-06	110463	1
FAM46A	6	6.369e-07	0.0	107635	0
FAM50B	6	5.2545e-07	1.877944e-05	111176	2
FAM65B	6	2.4203999999999997e-06	4.5342e-05	92476	4
FAM83B	6	2.7099e-06	0.00015044981000000003	111738	16
FAM8A1	6	1.0525e-06	0.00011907303999999998	103009	12
FANCE	6	1.2946e-06	0.00023892732000000005	111683	26
FARS2	6	1.0265e-06	7.058304e-05	109457	7
FAXC	6	7.385800000000001e-07	8.86226e-06	109258	0
FBXL4	6	1.5917e-06	0.0002217748	110394	24
FBXO30	6	1.6568000000000002e-06	2.663761e-05	112712	3
FBXO5	6	1.2603e-06	2.755985e-05	109612	3
FBXO9	6	1.3365e-06	6.305392e-05	103338	6
FGD2	6	1.6525e-06	0.00011609995000000001	107939	12
FGFR1OP	6	1.0613e-06	5.370383000000001e-05	108229	5
FHL5	6	6.5057e-07	9.794768e-05	110988	10
FIG4	6	2.8235e-06	0.00050269266	111523	56
FILIP1	6	3.2427e-06	0.00033899870000000004	110401	37
FKBP1C	6	2.1041000000000002e-07	4.403729999999999e-05	108112	4
FKBP5	6	9.1417e-07	1.776935e-05	111817	1
FKBPL	6	1.1169e-06	0.00011437882	111725	12
FLOT1	6	1.5608000000000002e-06	0.00013536627	109396	14
FNDC1	6	3.9924e-06	0.00022060386000000002	106540	23
FOXC1	6	4.1578000000000003e-07	0.0	107197	0
FOXF2	6	4.5166000000000006e-07	2.63704e-05	106075	2
FOXO3	6	8.2913e-07	8.81756e-06	105525	0
FOXP4	6	1.4736000000000002e-06	4.1899229999999996e-05	105221	4
FOXQ1	6	1.2925e-07	0.0	98596	0
FRK	6	1.7825999999999999e-06	0.00011438083	110216	12
FRMD1	6	1.2017e-06	0.00056807496	102578	58
FRS3	6	1.2501000000000001e-06	2.6950820000000004e-05	104549	2
FUCA2	6	1.201e-06	0.00012488446000000002	108175	13
FUT9	6	7.178100000000001e-07	4.1569040000000004e-05	107518	4
FYN	6	1.9486000000000003e-06	8.81446e-06	111590	0
GABBR1	6	2.7944e-06	2.720116e-05	107400	2
GABRR1	6	1.3601e-06	0.00016780668000000002	112605	18
GABRR2	6	9.4649e-07	5.450187e-05	111103	6
GCLC	6	2.0709e-06	4.402593e-05	111423	4
GCM1	6	1.0422e-06	0.0	112559	0
GCM2	6	1.0267e-06	3.525694000000001e-05	113234	3
GCNT2	6	6.5338e-07	7.044594e-05	112447	7
GFOD1	6	5.850199999999999e-07	3.523594e-05	109698	3
GFRAL	6	8.1081e-07	0.00015867514	109247	17
GGNBP1	6	1.6227999999999997e-07	0.0	103509	0
GINM1	6	8.35e-07	0.00011278636	108006	12
GJA1	6	1.1726e-06	1.7594489999999998e-05	113423	1
GJA10	6	9.1742e-07	0.0002286305	112082	25
GJB7	6	2.5182e-07	2.6407059999999997e-05	112559	2
GLO1	6	7.472399999999999e-07	0.00016751756999999997	108579	18
GLP1R	6	1.543e-06	6.165766e-05	109500	6
GLTSCR1L	6	2.1477e-06	0.0	111633	0
GLYATL3	6	9.145399999999999e-07	0.00017864849999999998	61075	10
GMDS	6	1.3062999999999999e-06	0.0	109935	0
GMNN	6	3.9407e-07	5.2814899999999995e-05	106861	5
GMPR	6	7.5483e-07	8.795119000000001e-05	110245	9
GNL1	6	1.8452000000000001e-06	1.8073060000000002e-05	107049	1
GNMT	6	5.3838e-07	2.8484499999999998e-05	110003	3
GOPC	6	1.2254000000000002e-06	8.201358e-05	107307	8
GPANK1	6	8.2745e-07	0.00017935977	106890	19
GPLD1	6	2.6963999999999997e-06	0.00032066814	110866	35
GPR110	6	1.754e-06	0.00047731143	111431	53
GPR111	6	1.1358e-06	0.00047858952000000006	111658	53
GPR115	6	1.3503e-06	0.00030892361	110981	34
GPR116	6	2.5651e-06	8.825965e-05	110940	9
GPR126	6	2.9987e-06	0.00015401597	105565	16
GPR31	6	7.1092e-08	0.0	111052	0
GPR6	6	3.4482e-07	0.0	108460	0
GPR63	6	7.378799999999999e-07	5.283505e-05	112875	5
GPRC6A	6	1.2665999999999999e-06	0.06546594328	111416	7294
GPSM3	6	4.1659e-07	1.09206e-05	104844	1
GPX5	6	3.6974000000000003e-07	8.8269e-06	108305	0
GPX6	6	4.1825000000000003e-07	8.825451e-05	112590	9
GRIK2	6	2.4516999999999998e-06	5.3416590000000006e-05	110254	5
GRM1	6	2.3164e-06	5.3107080000000004e-05	111788	5
GRM4	6	1.9394e-06	3.63633e-05	109829	3
GSTA1	6	3.9162e-07	3.528447e-05	112570	3
GSTA2	6	4.1108000000000005e-07	0.00012655965	112847	14
GSTA3	6	5.107999999999999e-07	2.6456440000000002e-05	112654	2
GSTA4	6	5.7954e-07	0.0	111523	0
GSTA5	6	4.0835000000000003e-07	0.00147001896	112782	165
GTF2H4	6	1.5253999999999998e-06	7.255696999999999e-05	108735	7
GTF2H5	6	2.146e-07	7.035861e-05	109123	7
GTF3C6	6	5.3371e-07	4.412975e-05	110440	4
GTPBP2	6	1.9977e-06	4.3951239999999996e-05	109263	4
GUCA1A	6	3.6503e-07	4.4009529999999995e-05	110792	4
GUCA1B	6	6.358100000000001e-07	0.00039742649	107285	42
HACE1	6	2.6795999999999997e-06	7.048545e-05	111469	7
HBS1L	6	2.2169e-06	0.00013348471000000002	97883	13
HCG27	6	7.8925e-08	0.0	97128	0
HCRTR2	6	1.2551e-06	6.183135e-05	110953	6
HDAC2	6	1.5193e-06	0.0	105032	0
HDDC2	6	8.2821e-07	9.736617e-05	111901	10
HDGFL1	6	4.0423e-07	0.0	96575	0
HEBP2	6	3.5888000000000005e-07	2.66274e-05	101314	2
HECA	6	6.8062e-07	2.650448e-05	111427	2
HEY2	6	6.6441e-07	8.79678e-06	107578	0
HFE	6	9.009299999999999e-07	7.077983e-05	112457	7
HINT3	6	3.1151999999999997e-07	5.288039000000001e-05	107272	5
HIST1H1A	6	1.2369000000000002e-07	5.2837040000000005e-05	111484	5
HIST1H1B	6	1.092e-07	0.0	109628	0
HIST1H1C	6	9.2728e-08	9.07771e-06	109950	0
HIST1H1D	6	8.772999999999999e-08	1.7611500000000002e-05	111172	1
HIST1H1E	6	9.9407e-08	8.832360000000001e-06	108421	0
HIST1H1T	6	0.0	0.0	111478	0
HIST1H2AA	6	3.3815e-08	1.779914e-05	108644	1
HIST1H2AB	6	1.1077999999999999e-07	3.516837e-05	111422	3
HIST1H2AC	6	1.237e-07	0.0	111172	0
HIST1H2AD	6	1.5656e-07	0.00027380832000000003	112198	30
HIST1H2AE	6	1.1151e-07	2.6370429999999996e-05	111599	2
HIST1H2AG	6	1.1059000000000001e-07	3.52577e-05	111595	3
HIST1H2AH	6	1.0277999999999998e-07	0.00055383713	110887	61
HIST1H2AI	6	1.0033e-07	0.0	110110	0
HIST1H2AJ	6	7.9544e-08	1.97789e-05	108735	2
HIST1H2AK	6	1.4624000000000002e-07	1.927576e-05	110590	2
HIST1H2AL	6	1.3651e-07	1.7609e-05	109363	1
HIST1H2AM	6	1.1645e-07	9.219819999999999e-06	109970	1
HIST1H2BA	6	4.9351e-08	2.63852e-05	108644	2
HIST1H2BB	6	9.0404e-08	8.790130000000001e-06	107551	0
HIST1H2BC	6	9.313800000000001e-08	8.78982e-06	111172	0
HIST1H2BD	6	9.0808e-08	8.78997e-06	108421	0
HIST1H2BE	6	9.2573e-08	6.153024e-05	111010	6
HIST1H2BF	6	8.755000000000001e-08	4.394945e-05	111526	4
HIST1H2BG	6	9.9522e-08	6.163946999999999e-05	111599	6
HIST1H2BH	6	8.8703e-08	4.394941e-05	112724	4
