SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
AAED1	9	3.6556999999999996e-07	0.00042999957000000003	103055	44
ABCA1	9	6.3166e-06	0.0002377696	112021	26
ABCA2	9	5.4944e-06	6.376508e-05	102417	6
ABHD17B	9	6.5065e-07	8.93943e-06	108836	0
ABL1	9	2.4565e-06	0.0	110076	0
ACER2	9	7.329600000000001e-07	2.6374859999999998e-05	109732	2
ACO1	9	3.0031e-06	0.000397237	110940	44
ACTL7A	9	7.5047e-07	5.279536999999999e-05	112567	5
ACTL7B	9	4.2162e-07	5.501813e-05	106480	5
ADAMTS13	9	3.3289e-06	0.00017575881000000002	106845	18
ADAMTSL1	9	4.5578e-06	0.00016199043	106983	17
ADAMTSL2	9	1.023e-06	5.093951e-05	101202	5
AGPAT2	9	6.9017e-07	0.00013796059	101607	14
AGTPBP1	9	3.4842e-06	9.805816999999999e-05	106497	10
AIF1L	9	5.2028e-07	6.321095e-05	102080	6
AK1	9	5.072100000000001e-07	0.00071080298	104588	74
AK3	9	4.8357e-07	6.62842e-05	107815	7
AK8	9	9.979799999999999e-07	0.00014115416	101133	14
AKAP2	9	2.4738999999999997e-06	0.00011734741000000001	109646	12
AKNA	9	3.1873000000000004e-06	0.00018358001000000002	106764	19
AL161450.1	9	4.7158e-09	0.0	107513	0
AL161784.1	9	4.5067e-08	9.110460000000001e-06	112442	1
AL162424.1	9	0.0	0.0	112036	0
AL358113.1	9	0.0	0.0	109860	0
AL590708.2	9	3.6912e-08	0.0	110031	0
AL807752.1	9	0.0	0.0	103017	0
ALAD	9	1.1368e-06	5.3525950000000005e-05	111674	5
ALDH1A1	9	1.3034e-06	1.7836220000000002e-05	110353	1
ALDH1B1	9	7.2485e-07	0.00201299566	112635	226
ALDOB	9	9.587200000000002e-07	0.00014978719	112971	16
ALG2	9	6.2335e-07	1.8669e-05	104887	1
AMBP	9	1.1193e-06	8.845093e-05	110988	9
ANAPC2	9	1.7172e-06	8.80328e-06	107168	0
ANGPTL2	9	1.2013e-06	8.838506999999999e-05	111135	9
ANKRD18A	9	1.755e-06	0.0001014974	77637	7
ANKRD18B	9	1.9191e-06	0.000265605	89914	23
ANKRD20A1	9	3.4809e-07	0.0034710369299999996	104626	363
ANKRD20A2	9	7.843e-08	0.0	91158	0
ANKRD20A3	9	1.0169e-07	0.0	93737	0
ANKRD20A4	9	4.2078999999999995e-07	0.00023165352999999998	80130	18
ANKS6	9	1.6829e-06	0.00011502280000000001	107112	12
ANP32B	9	8.421700000000001e-07	0.0	95197	0
ANXA1	9	1.0679e-06	0.00029194297000000003	109812	32
APBA1	9	1.8215e-06	8.238193000000001e-05	107244	8
APTX	9	1.1284e-06	0.00038119205	109257	41
AQP3	9	8.0235e-07	1.845746e-05	103787	1
AQP7	9	5.634300000000001e-07	0.01742659468	107403	1871
ARHGEF39	9	1.0821e-06	0.0002708346	107357	29
ARID3C	9	7.452500000000001e-07	0.00016492712	101029	16
ARPC5L	9	3.6366e-07	8.81554e-06	110255	0
ARRDC1	9	6.4672e-07	5.321812e-05	108018	5
ASB6	9	6.5825e-07	3.7088920000000005e-05	108620	4
ASPN	9	1.0756e-06	8.942385e-05	109035	9
ASS1	9	1.4609999999999999e-06	0.00010571875	112081	11
ASTN2	9	2.9143e-06	4.4138900000000005e-05	110696	4
ATP6V1G1	9	2.1008000000000004e-07	2.8003699999999998e-05	85148	2
AUH	9	1.0676e-06	8.327635e-05	109094	9
B4GALT1	9	7.309399999999999e-07	7.060526e-05	106749	7
BAAT	9	8.2273e-07	3.525897e-05	112626	3
BAG1	9	6.198300000000001e-07	4.424744000000001e-05	109541	4
BARHL1	9	4.2931999999999993e-07	0.0	107872	0
BARX1	9	2.9416e-07	8.8008e-06	102864	0
BICD2	9	1.3745e-06	1.936358e-05	108652	2
BNC2	9	2.4234999999999998e-06	1.760409e-05	111567	1
BRD3	9	1.3183000000000002e-06	3.617574e-05	104413	3
BRINP1	9	1.6259e-06	1.759186e-05	111883	1
BSPRY	9	7.131600000000001e-07	9.022899999999999e-05	107885	9
BX255923.1	9	0.0	0.0	111626	0
C5	9	5.1826999999999995e-06	0.00033868625	111344	37
C8G	9	8.234899999999999e-07	0.00039024541	99769	38
C9orf114	9	1.3865e-06	0.00012763273	104409	13
C9orf116	9	1.7558e-07	5.3748640000000005e-05	108507	5
C9orf117	9	1.1623e-06	0.00036901907	106555	39
C9orf129	9	1.9427e-07	8.997660000000001e-06	107204	0
C9orf131	9	1.3175999999999999e-06	0.00016725807	112241	18
C9orf135	9	6.451899999999999e-07	0.00027381517999999994	109320	29
C9orf139	9	6.6825e-08	1.82155e-05	99069	1
C9orf142	9	5.1105e-07	0.00024316963	101847	24
C9orf152	9	4.5396e-07	0.000326567	107551	35
C9orf153	9	1.3637e-07	0.0	106577	0
C9orf156	9	8.6609e-07	0.0006919915299999999	107263	74
C9orf16	9	6.3761e-08	9.252230000000001e-06	93874	0
C9orf163	9	0.0	0.0	103317	0
C9orf169	9	1.5056e-07	0.0	93396	0
C9orf170	9	1.934e-07	3.080754e-05	106174	3
C9orf171	9	7.269199999999999e-07	8.108105e-05	108916	8
C9orf172	9	1.2523e-06	2.27552e-05	102461	2
C9orf173	9	8.0236e-07	0.00011136403999999999	103203	11
C9orf24	9	8.236200000000001e-07	8.167952e-05	107868	8
C9orf3	9	2.0921000000000003e-06	0.0005490144	108779	59
C9orf37	9	0.0	0.0	108018	0
C9orf38	9	0.0	0.0	92582	0
C9orf40	9	1.7587e-07	8.85191e-06	99283	0
C9orf41	9	1.0959e-06	3.527473e-05	105483	3
C9orf43	9	1.5036e-06	0.08923899158	110772	9885
C9orf47	9	2.6093000000000005e-07	4.407972e-05	105035	4
C9orf50	9	7.298000000000001e-07	8.925322e-05	109862	9
C9orf53	9	0.0	0.0	105773	0
C9orf57	9	2.5995e-07	8.14624e-05	60725	4
C9orf64	9	8.054899999999999e-07	0.00011571851	109417	12
C9orf66	9	8.214100000000001e-08	2.2152800000000002e-05	96922	2
C9orf69	9	1.1936e-07	0.0	103814	0
C9orf72	9	1.0995e-06	7.989044e-05	108751	8
C9orf78	9	8.9976e-07	0.00010573649	108725	11
C9orf84	9	3.0397000000000003e-06	0.0009798299900000002	107723	105
C9orf85	9	4.0772e-07	1.765616e-05	108480	1
C9orf89	9	7.409300000000001e-07	0.00038576470999999996	100776	38
C9orf9	9	4.3289999999999997e-07	0.00026907779	104462	28
C9orf91	9	8.1145e-07	7.380501e-05	106831	7
C9orf96	9	1.5631000000000001e-06	0.00062191368	109573	68
CA9	9	1.1656000000000001e-06	0.0001959757	109951	21
CAAP1	9	5.803899999999999e-07	1.798953e-05	100843	1
CACFD1	9	4.0892e-07	6.678495e-05	104709	6
CACNA1B	9	5.259e-06	8.11325e-05	105107	8
CAMSAP1	9	3.348e-06	3.463735e-05	103069	3
CARD9	9	1.2826e-06	0.005489360899999999	101835	559
CBWD1	9	6.386600000000001e-07	2.8193259999999997e-05	106466	3
CBWD3	9	3.1395e-07	0.0	104568	0
CBWD5	9	9.1781e-08	1.2177899999999999e-05	95726	1
CBWD6	9	3.6491e-07	8.86525e-06	102454	0
CCBL1	9	1.0845e-06	0.0002301555	111311	25
CCDC107	9	4.7043999999999997e-07	7.926751000000001e-05	107357	8
CCDC171	9	3.9992e-06	0.0010929097800000001	107467	117
CCDC180	9	5.3808e-06	0.0010647850699999999	110535	117
CCDC183	9	1.153e-06	0.00019740397000000002	102381	20
CCIN	9	6.6225e-07	8.82239e-06	113271	0
CCL19	9	1.7656e-07	0.0	110474	0
CCL21	9	2.7041e-07	1.761634e-05	112770	1
CCL27	9	2.6647e-07	0.00014069346	112982	15
CD274	9	6.3931e-07	8.80995e-06	111829	0
CD72	9	1.0307e-06	4.3985e-05	109964	4
CDC14B	9	1.3113999999999998e-06	0.00010647055	107626	11
CDC26	9	2.1420999999999998e-07	0.0	107035	0
CDC37L1	9	9.7085e-07	8.810110000000001e-06	107710	0
CDK20	9	8.665100000000002e-07	0.00019389313000000002	105034	20
CDK5RAP2	9	5.326900000000001e-06	0.0005489958999999999	111850	61
CDK9	9	7.6959e-07	4.137242999999999e-05	105933	4
CDKN2A	9	2.1256e-07	9.54563e-06	106896	1
CDKN2B	9	1.4092e-07	3.974519e-05	106270	4
CEL	9	1.1773e-06	0.00014291601999999999	107928	15
CENPP	9	7.437000000000001e-07	8.826528e-05	108464	9
CEP78	9	1.3819e-06	0.00015812657	101258	16
CER1	9	2.7949e-07	0.00016746501	112399	18
CERCAM	9	1.1435e-06	7.943512e-05	111135	8
CHMP5	9	7.721899999999999e-07	8.796310000000002e-06	109255	0
CIZ1	9	2.5522999999999997e-06	6.208894e-05	104752	6
CKS2	9	2.241e-07	8.842510000000001e-06	107257	0
CLIC3	9	3.9320999999999996e-07	8.185676e-05	101847	8
CLTA	9	6.921600000000001e-07	9.815280000000001e-06	109112	1
CNTFR	9	9.6475e-07	1.769914e-05	102165	1
CNTLN	9	3.9343e-06	0.00242166383	104989	254
CNTNAP3	9	2.4928e-06	9.192122999999999e-05	101255	9
CNTNAP3B	9	1.6275e-06	0.0010537198599999999	89186	93
CNTRL	9	7.376799999999999e-06	0.0012478056900000001	109849	137
COL15A1	9	3.7224e-06	0.00138581628	110662	153
COL27A1	9	5.3992e-06	0.00015261555	109522	16
COL5A1	9	5.7817999999999994e-06	1.764339e-05	109710	1
COQ4	9	8.215700000000001e-07	0.00016015241	105152	16
CORO2A	9	1.5102000000000002e-06	9.680281999999999e-05	108040	10
CRAT	9	1.6005000000000002e-06	0.00013422419	108223	14
CRB2	9	2.3693e-06	0.00018382146	104791	19
CREB3	9	7.781e-07	7.038788000000001e-05	111938	7
CTNNAL1	9	1.9422e-06	0.00020804769	108559	22
CTSL	9	6.4516e-07	1.763006e-05	111316	1
CTSV	9	7.2402e-07	0.00020635776000000003	109664	22
CYLC2	9	4.4665e-07	6.277300999999999e-05	109622	6
DAB2IP	9	2.2057e-06	8.88857e-06	106335	0
DAPK1	9	3.4656e-06	5.327546999999999e-05	110126	5
DBH	9	1.3225999999999998e-06	0.0012574701199999999	111394	140
DCAF10	9	1.4390000000000001e-06	1.7611679999999998e-05	105720	1
DCAF12	9	1.3012000000000001e-06	4.411619000000001e-05	110575	4
DCTN3	9	5.0365e-07	7.929274e-05	104537	8
DDX31	9	2.4181e-06	0.00018348171999999998	108241	19
DDX58	9	2.4135e-06	0.00042729504999999997	110509	47
DEC1	9	1.8449e-07	2.668855e-05	111691	2
DENND1A	9	2.3668e-06	1.7688339999999997e-05	107865	1
DENND4C	9	3.926e-06	0.00022678818	110098	24
DFNB31	9	1.4648e-06	8.307441999999999e-05	109329	9
DIRAS2	9	3.3975999999999997e-07	8.793060000000001e-06	112304	0
DMRT1	9	5.693899999999999e-07	0.0029651304200000003	109887	325
DMRT2	9	7.9607e-07	2.6373520000000002e-05	109448	2
DMRT3	9	9.5476e-07	7.43372e-05	110294	8
DMRTA1	9	6.3792e-07	8.114566999999999e-05	106891	8
DNAI1	9	1.7872999999999998e-06	0.0005723331900000001	110633	63
DNAJA1	9	1.3090999999999999e-06	5.3591569999999995e-05	108790	5
DNAJB5	9	1.1059999999999999e-06	8.804830000000001e-06	110075	0
DNAJC25	9	8.570999999999999e-07	3.5413520000000004e-05	108742	3
DNAJC25-GNG10	9	1.5718e-07	4.517089e-05	108455	4
DNLZ	9	1.8513e-07	6.311770000000001e-05	99375	6
DNM1	9	2.6658e-06	9.762771999999999e-05	109438	10
DOCK8	9	5.4837e-06	0.0007090238099999999	110566	78
DOLK	9	8.5165e-07	4.398141e-05	113368	4
DOLPP1	9	7.2946e-07	8.791519999999998e-06	110619	0
DPH7	9	8.657700000000002e-07	0.00010598508999999999	108948	11
DPM2	9	1.7715e-07	0.0	103492	0
DPP7	9	1.3234000000000001e-06	0.00048364619000000006	105910	51
ECM2	9	1.4534000000000001e-06	0.00044709593	109546	48
EDF1	9	4.9605e-07	0.0	106572	0
EGFL7	9	7.0823e-07	0.00015076188999999998	102767	15
EHMT1	9	3.8488e-06	0.0	108951	0
ELAVL2	9	8.206100000000001e-07	0.0	111195	0
ENDOG	9	2.9736e-07	2.73409e-05	102318	2
ENG	9	1.7748e-06	9.32227e-06	105605	0
ENHO	9	5.476e-08	0.0	101577	0
ENTPD2	9	1.1401e-06	0.0003685369	106009	39
ENTPD8	9	1.0547e-06	0.00027660895	106122	29
EPB41L4B	9	2.6202e-06	2.6547209999999996e-05	110483	2
EQTN	9	4.6801e-07	0.00060557779	109022	66
ERCC6L2	9	2.1457e-06	0.00045586242999999993	105358	48
ERMP1	9	1.9766e-06	0.0001426137	108972	15
ERP44	9	1.2377e-06	8.83704e-06	108832	0
EXD3	9	1.8322999999999998e-06	0.0005675004400000001	97866	55
EXOSC2	9	8.65e-07	0.00045915005	112269	51
EXOSC3	9	5.5402e-07	2.821743e-05	108413	3
FAM102A	9	8.619299999999999e-07	1.766316e-05	105067	1
FAM120A	9	2.2847e-06	2.647002e-05	108357	2
