SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
A1BG	19	9.1285e-07	5.3506380000000005e-05	99944	5
ABCA7	19	5.1312e-06	0.00170095458	104064	177
ABHD17A	19	5.6013e-07	8.96893e-06	102005	0
ABHD8	19	1.0539e-06	0.0	107121	0
AC003002.4	19	1.4407e-07	8.79832e-06	109579	0
AC003002.6	19	1.9246e-07	0.0	111039	0
AC003006.7	19	1.3591e-07	0.0	111589	0
AC004076.7	19	4.0491999999999996e-08	0.0	110715	0
AC004076.9	19	3.0376999999999997e-07	0.007387034399999999	111867	826
AC006486.1	19	6.2878e-08	0.0	107010	0
AC006486.9	19	4.5999e-07	0.0	105909	0
AC006538.4	19	7.2614e-08	0.0	105286	0
AC007204.1	19	8.5167e-08	3.16302e-05	106580	3
AC008686.1	19	1.2398e-07	0.0	107364	0
AC009892.10	19	2.5682e-08	0.0	110217	0
AC010327.2	19	0.0	0.0	100663	0
AC010336.1	19	4.7211000000000006e-07	0.0001611307	109954	17
AC010646.3	19	2.7421e-08	1.75874e-05	108273	1
AC011475.1	19	2.0985e-08	0.0	108792	0
AC011484.1	19	0.0	0.0	110589	0
AC011500.1	19	1.6665e-07	0.0	112176	0
AC011530.4	19	3.5573e-07	0.0001955845	104771	20
AC012313.1	19	9.670299999999999e-08	0.0	112231	0
AC016586.1	19	0.0	0.0	99584	0
AC018755.1	19	2.2615e-07	0.0	112475	0
AC020922.1	19	0.0	0.0	97252	0
AC024580.1	19	2.4336e-07	0.0	80998	0
AC024592.12	19	2.2971999999999997e-07	8.791669999999999e-06	100729	0
AC037199.1	19	0.0	0.0	108733	0
AC074212.3	19	9.480200000000001e-07	0.0	100584	0
AC090427.1	19	6.425499999999999e-09	0.0	110693	0
AC104534.3	19	7.1488e-07	0.0	108338	0
ACER1	19	5.046199999999999e-07	7.932520999999999e-05	109168	8
ACP5	19	6.3333e-07	0.0	112552	0
ACPT	19	9.397e-07	0.00012868281000000001	103830	13
ACSBG2	19	1.7003e-06	0.0001231367	111073	13
ACTL9	19	4.0008e-07	0.0	105503	0
ACTN4	19	2.326e-06	8.85928e-06	107727	0
ADAMTS10	19	3.1281e-06	8.800030000000001e-06	109027	0
ADAMTSL5	19	1.3046000000000002e-06	0.00018477692	98694	18
ADAT3	19	2.6556999999999996e-07	7.92414e-05	102384	8
ADCK4	19	1.4750999999999999e-06	0.00016281955	109343	17
ADM5	19	4.3504e-08	0.0	102188	0
AES	19	5.641700000000001e-07	0.0	105156	0
AKAP8	19	1.3549000000000001e-06	3.7683470000000004e-05	109126	4
AKAP8L	19	1.9002e-06	4.438366e-05	108628	4
AKT1S1	19	4.6008000000000003e-07	1.7626700000000002e-05	106260	1
AKT2	19	1.1899e-06	3.526584e-05	107578	3
ALDH16A1	19	2.4765e-06	0.00037052763999999993	105329	39
ALKBH6	19	7.2735e-07	8.79477e-06	108248	0
ALKBH7	19	4.915800000000001e-07	0.000169535	105610	17
AMH	19	7.4541e-07	0.00013226861	100195	13
ANGPTL4	19	1.1762e-06	0.00025566291000000003	106243	27
ANGPTL6	19	1.0506e-06	0.00089468189	107078	95
ANKLE1	19	1.2509e-06	0.00033056485	104832	34
ANKRD24	19	2.455e-06	0.00018306116000000003	98046	17
ANKRD27	19	2.8849e-06	0.00030186236	109655	33
ANO8	19	2.5163e-06	3.649925e-05	104861	3
AP1M1	19	1.392e-06	8.80421e-06	108659	0
AP1M2	19	9.810799999999999e-07	0.00074213332	100142	74
AP2A1	19	2.3435e-06	8.86997e-06	100333	0
AP2S1	19	5.721800000000001e-07	8.78966e-06	107812	0
AP3D1	19	2.7949e-06	4.554197e-05	106808	4
APBA3	19	1.4198e-06	0.00040518769	99155	40
APC2	19	2.9017e-06	2.996071e-05	93591	2
APLP1	19	1.8778999999999998e-06	5.3463e-05	110079	5
APOC1	19	1.2622e-07	9.02772e-06	104793	0
