SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
A4GNT	3	4.4773999999999996e-07	0.0031820318	112515	358
AADAC	3	5.238800000000001e-07	2.677384e-05	108498	2
AADACL2	3	8.422e-07	0.00019393134	110221	21
ABCC5	3	4.309e-06	8.842978e-05	110584	9
ABCF3	3	2.1421e-06	0.00018714262	111249	20
ABHD10	3	1.0796e-06	0.00012451719	109372	13
ABHD14A	3	6.3178e-07	6.976556999999999e-05	105761	7
ABHD14A-ACY1	3	1.1713e-06	9.63369e-05	108388	10
ABHD14B	3	3.6608000000000006e-07	0.00019531879	108047	21
ABHD5	3	1.4963e-06	7.917997e-05	107587	8
ABHD6	3	8.166299999999999e-07	8.006092e-05	112085	8
ABI3BP	3	3.3227e-06	0.00027788421	104564	29
ABTB1	3	1.4347e-06	0.00623919914	107076	668
AC018816.3	3	3.1121e-07	0.0	106124	0
AC022498.1	3	0.0	0.0	60366	0
AC026202.1	3	1.4755000000000002e-07	3.40526e-05	85329	2
AC107021.1	3	0.0	0.0	111343	0
ACAA1	3	1.2079000000000001e-06	0.00011003521999999999	110155	12
ACAD11	3	2.3425e-06	0.014997342780000002	108800	1631
ACAD9	3	1.55e-06	0.00012418502	110767	13
ACAP2	3	3.0019e-06	5.3262480000000006e-05	108066	5
ACKR2	3	3.0817e-07	4.40432e-05	111851	4
ACKR4	3	5.748600000000001e-07	0.00011525627	111359	12
ACOX2	3	1.5706e-06	0.0001763657	111094	19
ACPL2	3	8.2572e-07	4.3983789999999997e-05	112247	4
ACPP	3	1.2227e-06	0.00030101376	111984	33
ACTL6A	3	1.1792e-06	8.84126e-06	108886	0
ACTR8	3	2.3583e-06	0.00022980486000000002	108305	24
ACTRT3	3	4.3839e-07	3.0562690000000004e-05	106801	3
ACVR2B	3	1.4916e-06	3.517614e-05	111744	3
ACY1	3	1.0118e-06	7.098392e-05	110591	7
ADAMTS9	3	6.5654e-06	0.00019070621	111202	21
ADCY5	3	2.6644e-06	8.79275e-06	109438	0
ADIPOQ	3	4.2078000000000004e-07	1.759171e-05	110705	1
ADPRH	3	6.477500000000001e-07	0.00481804112	111379	536
AGTR1	3	4.9786e-07	1.765069e-05	113157	1
AHSG	3	5.492899999999999e-07	0.00028253365	109737	31
ALAS1	3	1.5040000000000001e-06	3.556948e-05	111644	3
ALCAM	3	1.3737999999999999e-06	3.646737e-05	110804	4
ALDH1L1	3	2.2637e-06	0.00035195515	106686	37
ALG1L	3	2.6232e-07	3.6174120000000005e-05	109836	3
ALG3	3	1.0735e-06	0.00013442562	96614	12
ALS2CL	3	2.7116000000000004e-06	0.0021869550100000004	107981	236
AMIGO3	3	4.5516999999999997e-07	0.00012478118	111196	13
AMOTL2	3	2.1981e-06	7.160909e-05	108791	7
AMT	3	8.2656e-07	3.6305940000000004e-05	111431	4
ANAPC13	3	2.4350000000000003e-07	7.923494e-05	113384	8
ANKRD28	3	2.8033e-06	2.663878e-05	105054	2
ANKUB1	3	1.0409999999999999e-06	8.23286e-05	60446	4
ANO10	3	1.3747e-06	0.00019728887999999998	109736	21
AP2M1	3	1.5146e-06	8.99281e-06	109895	0
APEH	3	1.9971e-06	0.00012337064	109358	13
APOD	3	3.7259000000000003e-07	0.0	112789	0
APPL1	3	2.3973e-06	3.577761e-05	110222	3
ARF4	3	4.2901000000000005e-07	0.0	111401	0
ARGFX	3	1.9298999999999998e-07	4.49308e-05	110405	4
ARHGAP31	3	3.0054e-06	4.419348e-05	112320	4
ARHGEF26	3	2.0262e-06	9.291053e-05	106292	9
ARHGEF3	3	2.3023e-06	2.5348649999999997e-05	104622	2
ARIH2	3	2.0002e-06	0.0	109659	0
ARIH2OS	3	0.0	0.0	105482	0
ARL13B	3	1.2205e-06	7.983336999999999e-05	109122	8
ARL14	3	3.4579000000000003e-07	5.308158e-05	110169	5
ARL6	3	5.4698e-07	1.763671e-05	112697	1
ARL6IP5	3	2.0893e-07	1.760842e-05	106331	1
ARL8B	3	8.3634e-07	8.80607e-06	105702	0
ARMC8	3	2.5631e-06	0.0	110073	0
ARPC4	3	7.1889e-07	0.0	106661	0
ARPC4-TTLL3	3	1.6926e-06	0.0004962232900000001	108932	54
ARPP21	3	2.3172e-06	6.189474e-05	110607	6
ASB14	3	1.1594e-06	0.00016218983999999998	94997	15
ASTE1	3	1.2546e-06	0.0001238004	111485	13
ATG3	3	1.0222e-06	4.4000929999999996e-05	108094	4
ATG7	3	1.5635e-06	0.00037506833	109552	41
ATP11B	3	3.6319999999999997e-06	9.814783000000001e-05	107179	10
ATP13A3	3	3.0513999999999997e-06	3.1226779999999996e-05	109408	3
ATP13A4	3	3.1419999999999997e-06	0.00051090185	113266	57
ATP13A5	3	3.2254e-06	0.032920474229999996	111918	3684
ATP1B3	3	6.54e-07	3.7996640000000004e-05	104760	3
