SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
AARS	16	3.3544e-06	0.00017012721999999997	111125	18
ABAT	16	1.3999000000000001e-06	7.138857e-05	111147	7
ABCA3	16	3.5632e-06	0.00012385542	109881	13
ABCC1	16	3.9202999999999995e-06	0.00017166171000000002	110083	18
ABCC11	16	3.4494e-06	0.019795317439999998	111293	2203
ABCC12	16	3.5964999999999998e-06	0.04129052196000001	112409	4641
ABCC6	16	3.6107e-06	0.00315587948	109424	345
AC002310.13	16	1.1248e-07	6.11297e-05	97258	5
AC004381.6	16	1.6743e-06	0.00017819261000000003	109037	19
AC009041.2	16	1.2770000000000001e-08	0.0	98348	0
AC009065.1	16	3.0253e-07	0.0001298317	103631	13
AC010536.1	16	0.0	0.0	97827	0
AC040160.1	16	3.7581e-07	0.0	108759	0
AC132186.1	16	0.0	0.0	59919	0
AC135048.1	16	8.1508e-08	8.88099e-06	109369	0
AC137932.1	16	3.2162e-08	0.0	107102	0
AC142381.1	16	0.0	0.0	93846	0
ACD	16	1.2032e-06	0.00018872816000000002	107612	20
ACSF3	16	1.3382e-06	0.00027117291	110051	29
ACSM1	16	1.8935e-06	0.000572851	110880	63
ACSM2A	16	1.8430000000000002e-06	0.01189729972	111807	1330
ACSM2B	16	1.9738e-06	0.00037076312999999994	111960	41
ACSM3	16	1.9571000000000003e-06	0.01024264098	102773	1052
ACSM5	16	1.5831e-06	0.00022930656000000002	112040	25
ADAD2	16	1.2e-06	7.260623e-05	102142	7
ADAMTS18	16	4.8906e-06	0.0006647401700000001	111803	74
ADAT1	16	1.4658000000000002e-06	0.00030807035	112389	34
ADCY7	16	2.5046e-06	0.00039599341	107898	42
ADCY9	16	2.3540000000000002e-06	1.758845e-05	109467	1
AGRP	16	3.2803000000000006e-07	5.235944e-05	108872	5
AHSP	16	7.708599999999999e-08	7.031773e-05	112441	7
AKTIP	16	9.4971e-07	8.80437e-06	111249	0
ALDOA	16	1.011e-06	4.415001e-05	112116	4
ALG1	16	1.2573e-06	0.00022342651	109460	24
AMDHD2	16	6.9289e-07	2.8366799999999997e-05	107648	3
AMFR	16	1.8271e-06	7.08583e-05	110667	7
ANKRD11	16	4.965e-06	2.7182429999999998e-05	109338	2
