SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
A2M	12	4.026e-06	0.00033177035	106651	35
A2ML1	12	3.9735e-06	0.0022686496	111873	253
AAAS	12	2.2446e-06	0.00044009629999999995	112466	49
AACS	12	1.626e-06	0.00025564817	112795	28
ABCB9	12	1.2667e-06	6.339155e-05	103583	6
ABCC9	12	4.2551999999999995e-06	0.00030521452000000003	112483	34
ABCD2	12	1.4158e-06	0.00010704957	109439	11
AC004466.1	12	3.696e-08	0.000110889	106160	11
AC005841.1	12	3.2193e-07	0.0	110270	0
AC026310.1	12	0.0	0.0	109575	0
AC068987.1	12	6.7457e-08	0.0	109169	0
AC073569.1	12	1.0647e-08	0.0	104995	0
AC073610.5	12	1.6821999999999998e-07	0.0	109439	0
AC121757.1	12	5.6703e-08	0.0	110072	0
ACACB	12	6.8166999999999995e-06	0.00089533371	110728	99
ACAD10	12	3.5043e-06	0.0007421350900000001	110499	82
ACADS	12	9.9171e-07	0.00010604235000000001	107519	11
ACRBP	12	1.6659e-06	0.00010579466	111494	11
ACSM4	12	1.8371000000000002e-06	0.04527151032	107013	4844
ACSS3	12	1.7728e-06	0.00027521053	109763	30
ACTR6	12	1.0189e-06	0.00011771413999999999	108323	12
ACVR1B	12	1.641e-06	0.0	111080	0
ACVRL1	12	1.0772e-06	7.952271e-05	107456	8
ADAMTS20	12	6.1965e-06	0.00107906654	105937	114
ADCY6	12	2.3657e-06	6.268268e-05	108635	6
ADIPOR2	12	9.277700000000001e-07	1.824335e-05	108357	1
AEBP2	12	1.2876e-06	0.0	94472	0
AGAP2	12	2.9193e-06	1.758149e-05	106227	1
AGAP2-AS1	12	5.9395e-07	0.0	106271	0
AICDA	12	6.778e-07	6.842474e-05	111778	7
AKAP3	12	1.2051000000000001e-06	0.00017875448	111582	19
AL021546.6	12	3.2601e-07	0.00014534072	110933	16
ALDH1L2	12	2.4e-06	0.00137471782	111145	152
ALDH2	12	1.037e-06	0.00030396322	108783	33
ALG10	12	6.4828e-07	0.00011443106000000002	113366	12
ALG10B	12	6.505500000000001e-07	0.00052854131	113315	59
ALKBH2	12	4.5488e-07	4.491871e-05	108413	4
ALX1	12	9.096600000000001e-07	8.79507e-06	111674	0
AMDHD1	12	9.4705e-07	0.00023011972	110839	25
AMHR2	12	2.1838e-06	0.00017514217	110208	19
AMIGO2	12	5.6655e-07	8.79028e-06	112919	0
AMN1	12	6.164999999999999e-07	1.878414e-05	106139	1
ANAPC5	12	1.8786000000000001e-06	0.00014131641000000002	110449	15
ANAPC7	12	1.4499e-06	1.778528e-05	107109	1
ANKLE2	12	2.0354e-06	0.00022371727999999998	107690	24
ANKRD13A	12	1.9936000000000003e-06	9.097654e-05	110179	10
ANKRD33	12	8.551799999999999e-07	0.00017845866	109817	19
ANKRD52	12	2.823e-06	8.9025e-06	106883	0
ANKS1B	12	3.1663e-06	1.88296e-05	107906	2
ANO2	12	3.0364999999999996e-06	0.0007700694500000001	106628	82
ANO4	12	3.6923e-06	0.00011621819999999999	110910	12
ANO6	12	3.2967e-06	0.00067035302	111972	75
ANP32D	12	0.0	0.0	113506	0
APAF1	12	3.2244e-06	0.00016723396000000002	111756	18
APOBEC1	12	5.999000000000001e-07	0.00953973819	111996	1068
APOF	12	3.8315e-07	0.0002756144	112033	30
APOLD1	12	2.6995999999999996e-07	4.47567e-05	106584	4
APPL2	12	1.7723e-06	0.0018043548999999999	112361	202
AQP2	12	5.536399999999999e-07	8.514333e-05	107576	9
AQP5	12	3.1138e-07	2.653409e-05	109159	2
AQP6	12	4.3964e-07	3.749679e-05	106951	4
ARF3	12	5.2478e-07	1.800339e-05	110841	1
ARHGAP9	12	1.9933e-06	0.00040813474	109456	44
