SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
A4GALT	22	3.717e-07	8.85755e-06	107623	0
AC005003.1	22	6.2314e-08	0.0	109883	0
AC006547.14	22	7.5501e-07	0.0	102035	0
AC006946.15	22	3.8732e-07	0.0	86644	0
ACO2	22	1.8747999999999998e-06	4.486663e-05	110753	4
ACR	22	6.0807e-07	5.758236e-05	105734	6
ADM2	22	4.3372e-07	0.0001048015	108087	11
ADORA2A	22	6.7876e-07	8.8552e-06	108047	0
ADRBK2	22	2.2504e-06	5.3819750000000006e-05	109326	5
ADSL	22	1.7106e-06	0.00012581463	111463	14
AIFM3	22	2.0985e-06	0.00062229332	107676	67
AL022328.1	22	5.8238e-08	0.0	106792	0
ALG12	22	1.0219e-06	0.00015145811	108770	16
ANKRD54	22	1.0304000000000001e-06	6.159258e-05	105038	6
AP000349.1	22	2.4701e-07	3.539127e-05	108445	3
AP000350.10	22	5.322e-07	0.00017783081	103367	18
AP000350.4	22	4.7138e-08	0.0	88852	0
AP1B1	22	2.081e-06	5.3423380000000006e-05	109333	5
APOBEC3A	22	4.3297e-07	5.4590859999999997e-05	106106	5
APOBEC3B	22	1.3496000000000002e-06	0.00025837531000000004	108022	27
APOBEC3C	22	5.0371e-07	2.64198e-05	111469	2
APOBEC3D	22	1.1381e-06	0.00016268536	112127	18
APOBEC3F	22	1.226e-06	0.00015513624	109968	17
APOBEC3G	22	1.1854000000000001e-06	0.00059035168	109983	64
APOBEC3H	22	6.437899999999999e-07	5.7468780000000006e-05	112023	6
APOL1	22	3.3553000000000004e-07	7.035604999999999e-05	112146	7
APOL2	22	1.3606e-07	1.78958e-05	108552	1
APOL3	22	2.1693000000000002e-07	0.00034356199	112103	38
APOL4	22	2.7774e-07	2.650664e-05	106782	2
APOL5	22	1.135e-06	0.00027358089	111293	30
APOL6	22	4.6634e-08	9.21438e-06	111927	1
ARFGAP3	22	1.6009e-06	0.00021142990000000002	111094	23
ARHGAP8	22	1.2309e-06	0.00029313276000000004	107370	31
ARSA	22	1.2952000000000001e-06	0.0013160180199999999	102510	134
ARVCF	22	1.9912e-06	0.00037617538	101927	38
ASCC2	22	1.9654e-06	3.832236e-05	109192	4
ASPHD2	22	6.946899999999999e-07	8.82036e-06	111342	0
ATF4	22	3.5255e-07	2.680953e-05	109235	2
ATP5L2	22	1.3093e-07	0.0	108751	0
ATP6V1E1	22	7.263200000000001e-07	1.76246e-05	110856	1
ATXN10	22	1.3008000000000001e-06	5.279372e-05	111010	5
BAIAP2L2	22	1.1315e-06	8.276132e-05	101343	8
BCL2L13	22	7.9245e-07	5.439121e-05	111075	6
BCR	22	2.6261e-06	5.0240109999999994e-05	106111	5
BID	22	4.0869e-07	4.4541819999999996e-05	108943	4
BIK	22	2.1469e-07	1.758288e-05	108112	1
BPIFC	22	1.2828e-06	0.00011521472	109855	12
BRD1	22	2.9057999999999998e-06	0.00012353201	109485	13
C1QTNF6	22	3.6979e-07	1.771937e-05	109163	1
C22orf15	22	4.4016999999999995e-07	0.0002473292	96299	23
C22orf23	22	9.412700000000001e-07	0.00029639638	110189	32
C22orf24	22	8.6487e-08	8.94422e-06	96533	0
C22orf26	22	1.8373000000000002e-07	0.0	60475	0
C22orf29	22	0.0	0.0	110324	0
C22orf31	22	7.8786e-07	5.300696e-05	111518	5
C22orf39	22	3.9047e-07	0.00033629197	103880	34
C22orf42	22	8.105400000000001e-07	0.00017121723	110598	18
C22orf43	22	1.1145e-06	0.00019714249	110013	21
C22orf46	22	1.9677e-07	0.0	86890	0
CABIN1	22	5.2466e-06	0.00040660492999999994	110628	44
CABP7	22	4.833699999999999e-07	8.79956e-06	104843	0
CACNA1I	22	4.247799999999999e-06	6.002694e-05	105454	6
CACNG2	22	7.8062e-07	0.0	111912	0
CARD10	22	2.5875e-06	0.00013389444	103080	13
CBX6	22	4.889100000000001e-07	0.0	97095	0
CBX7	22	6.7658e-07	9.66744e-06	105288	1
CBY1	22	3.5726999999999997e-07	2.6378879999999998e-05	113453	2
CCDC116	22	7.5682e-07	7.983666e-05	107040	8
CCDC117	22	5.2672e-07	9.14077e-06	111230	1
CCDC134	22	5.4936e-07	7.034559e-05	112805	7
CCDC157	22	1.5255e-06	0.00042063722	101991	42
CCT8L2	22	4.0238e-07	0.00308666592	112655	347
CDC42EP1	22	4.6866000000000007e-07	0.00010873442	105414	11
CDC45	22	1.7295e-06	8.863037000000001e-05	109804	9
CDPF1	22	1.6983e-07	4.419375e-05	107616	4
CECR1	22	1.0381999999999999e-06	0.00030851593999999997	112422	34
CECR2	22	4.3479e-06	9.60467e-06	108561	1
CECR5	22	9.959899999999998e-07	0.00014976783000000002	110844	16
CECR6	22	3.5486999999999995e-07	0.0	86644	0
CELSR1	22	5.5768e-06	0.00012786286	107827	13
CENPM	22	4.0235e-07	2.6525450000000002e-05	107811	2
CERK	22	1.2139e-06	0.00018499175	109421	20
CHADL	22	9.6024e-07	4.99644e-05	104403	5
CHCHD10	22	2.225e-07	3.410685e-05	96299	3
CHEK2	22	1.4044e-06	0.00042362712	108730	46
CHKB	22	1.1306e-06	6.258975999999999e-05	108137	6
CLDN5	22	3.1754e-07	0.0	101823	0
CLTCL1	22	3.9279e-06	0.00055513411	108617	60
COMT	22	3.7874e-07	7.97766e-05	104880	8
CPT1B	22	1.9034999999999999e-06	0.00017083195	108585	18
CRELD2	22	9.381700000000001e-07	0.00010001525	106170	10
CRKL	22	4.2270000000000005e-07	2.6691799999999997e-05	111111	2
CRYBA4	22	1.1449e-06	0.0059682921	112798	673
CRYBB1	22	8.528900000000001e-07	4.399325e-05	113050	4
CRYBB2	22	8.7571e-07	6.227491999999999e-05	112000	6
CRYBB3	22	7.7389e-07	0.00043441426	112828	49
CSDC2	22	2.5184999999999997e-07	1.7708800000000002e-05	108705	1
CSF2RB	22	1.61e-06	1.76236e-05	108972	1
CSNK1E	22	1.124e-06	0.0	106669	0
CYB5R3	22	1.0381999999999999e-06	8.801733e-05	106832	9
CYP2D6	22	1.0958e-06	0.19759990312	104944	20737
CYTH4	22	1.4528e-06	2.6453190000000005e-05	111842	2
DDT	22	1.8633e-08	0.0	111307	0
DDTL	22	2.0554999999999998e-08	0.0	111307	0
DDX17	22	2.3493e-06	0.0	107899	0
DENND6B	22	1.5866e-06	0.00014894835	96606	14
DEPDC5	22	5.9950999999999996e-06	0.00011809993	109071	12
DERL3	22	5.259600000000001e-07	7.131564000000001e-05	97648	6
DESI1	22	6.1204e-07	0.0001354676	108479	14
DGCR14	22	1.1262000000000001e-06	8.008844e-05	106720	8
DGCR2	22	9.394799999999999e-07	8.408700000000001e-05	107716	9
DGCR6	22	5.8942e-07	0.00013328185	97501	12
DGCR6L	22	5.719300000000001e-07	7.328105e-05	102239	7
DGCR8	22	2.0325e-06	1.760255e-05	109175	1
DMC1	22	1.3484e-06	4.401616e-05	112916	4
DNAJB7	22	3.5707999999999997e-07	8.801190999999999e-05	111448	9
