SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
AASS	7	1.9158e-06	0.0002044282	112367	22
ABCA13	7	9.6869e-06	0.00408566945	106966	437
ABCB1	7	3.6547000000000003e-06	0.00011453332	112571	12
ABCB4	7	3.6960000000000003e-06	0.00010588883	111946	11
ABCB5	7	3.9104e-06	0.007832803040000001	109568	858
ABCB8	7	1.8817e-06	0.00015088674	107790	16
ABCF2	7	2.2513e-06	2.638509e-05	112290	2
ABHD11	7	6.344699999999999e-07	5.52053e-05	107235	5
AC004899.1	7	0.0	0.0	107291	0
AC005082.1	7	5.2558999999999994e-08	0.0	110020	0
AC005481.5	7	5.6173e-08	0.0	111755	0
AC005493.1	7	2.6281e-08	0.0	112648	0
AC015987.2	7	6.031e-08	0.0	110088	0
AC068533.7	7	8.1587e-07	0.00012558937	110187	13
AC073063.1	7	2.7845e-08	0.0	109128	0
AC073342.1	7	0.0	0.0	111562	0
AC073343.1	7	5.4091e-07	0.00033193160000000003	61015	20
AC110781.3	7	5.24e-08	0.0	63826	0
ACHE	7	1.4347e-06	1.13094e-05	107693	1
ACN9	7	2.0599e-07	4.445044e-05	110157	4
ACTB	7	5.728e-07	0.0	110198	0
ACTL6B	7	1.6038999999999998e-06	4.449657e-05	109052	4
ACTR3B	7	1.3296000000000002e-06	0.0	108540	0
ACTR3C	7	5.4728e-07	0.053208189739999995	107131	5700
ADAM22	7	3.1479000000000004e-06	9.780846e-05	109019	10
ADAP1	7	1.4437e-06	4.511376e-05	104920	4
ADCK2	7	1.245e-06	0.00564949229	107872	609
ADCY1	7	2.5939e-06	2.641783e-05	110476	2
ADCYAP1R1	7	1.8593000000000001e-06	0.00011608193000000001	110541	12
AEBP1	7	3.2913e-06	0.00016449878	107698	17
AGAP3	7	2.3216999999999997e-06	2.6719699999999998e-05	107817	2
AGBL3	7	2.1702e-06	0.0003123741	60885	19
AGFG2	7	8.1815e-07	5.317437e-05	111663	5
AGK	7	1.7519e-06	0.00020972165	109203	22
AGMO	7	1.2743e-06	0.00047366334000000003	108429	51
AGR2	7	5.454399999999999e-07	8.830392e-05	109295	9
AGR3	7	4.6631999999999996e-07	0.00246454987	108157	266
AHCYL2	7	1.9602000000000003e-06	3.526317e-05	109402	3
AHR	7	2.3776e-06	0.0	110567	0
AIMP2	7	4.6202e-07	5.326772e-05	109891	5
AKAP9	7	1.1489000000000001e-05	0.0007168866	110531	79
AKR1B1	7	7.544700000000001e-07	7.110671999999999e-05	108994	7
AKR1B10	7	7.056699999999999e-07	0.00037996614	110448	41
AKR1B15	7	7.2813e-07	0.00026468015	111551	29
AKR1D1	7	9.5009e-07	0.00018855432	111964	21
ALKBH4	7	4.133e-07	1.08748e-05	102442	1
AMPH	7	2.0829e-06	6.694216e-05	109987	7
AMZ1	7	8.325200000000001e-07	0.00038571321	102929	39
ANKIB1	7	2.7305e-06	1.779803e-05	103534	1
ANKMY2	7	1.1966e-06	7.104276999999999e-05	108627	7
ANKRD61	7	4.5553999999999996e-07	0.0	111422	0
ANKRD7	7	7.431e-07	8.033866e-05	104825	8
ANLN	7	3.1989e-06	0.00024109704	108824	26
AOAH	7	1.7474e-06	0.00311638988	109973	342
AOC1	7	1.1956999999999998e-06	0.0001596612	110380	17
AP1S1	7	4.42e-07	3.93298e-05	92772	3
AP4M1	7	1.6178e-06	0.00040527589999999995	111993	45
AP5Z1	7	2.1609e-06	0.0006626628	99182	65
AQP1	7	4.806899999999999e-07	8.913391e-05	108759	9
AQP1	7	9.1917e-07	8.913391e-05	108759	9
ARF5	7	3.854e-07	0.0	109402	0
ARHGEF35	7	0.0	0.0	94810	0
ARHGEF5	7	2.1824e-06	0.0004901802	103839	50
ARL4A	7	2.2399e-07	0.0	109305	0
ARMC10	7	6.196500000000001e-07	3.650858e-05	106287	3
ARPC1A	7	1.2963e-06	8.81601e-06	108996	0
ARPC1B	7	1.0708e-06	3.565581e-05	110826	3
ASB10	7	9.145100000000001e-07	0.00015840578999999999	100063	15
ASB15	7	1.4307e-06	0.0007616435899999999	110616	84
ASB4	7	8.9791e-07	0.0001338049	111425	14
ASIC3	7	1.6719999999999998e-06	0.00222705362	109115	243
ASL	7	1.6834e-06	0.00024288167	108722	26
ASNS	7	1.4549e-06	0.00011497541	110647	12
ASZ1	7	1.2708e-06	0.00012758304	108061	13
ATG9B	7	1.9503e-06	0.00044712831	100214	44
ATP5J2	7	2.0953000000000002e-07	2.638304e-05	108406	2
ATP5J2-PTCD1	7	1.6247999999999999e-06	0.00018702223000000002	111045	20
ATP6V0A4	7	2.9207999999999996e-06	0.00027270222000000003	110944	30
ATP6V0E2	7	1.7094000000000002e-07	0.0	101815	0
ATP6V1F	7	1.8896000000000002e-07	1.776823e-05	104852	1
