SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
ABCC4	13	3.5537e-06	0.0001413597	110418	15
ABHD13	13	6.544700000000001e-07	0.0	109097	0
ADPRHL1	13	9.524700000000001e-07	0.00027755182	108393	30
AKAP11	13	3.2458999999999997e-06	8.822782e-05	111426	9
AL359736.1	13	1.4946e-08	0.0	106708	0
AL445989.1	13	0.0	0.0	107094	0
ALG11	13	6.9083e-07	7.921028e-05	112912	8
ALG5	13	1.4479e-06	2.8355170000000004e-05	104885	2
ALOX5AP	13	3.4283e-07	8.79353e-06	112656	0
AMER2	13	6.2496e-07	9.017949999999999e-06	103689	0
ANKRD10	13	6.959899999999999e-07	8.79662e-06	106517	0
ARGLU1	13	1.5352000000000001e-06	8.84533e-06	105003	0
ARHGEF7	13	1.8393000000000001e-06	8.7926e-06	105936	0
ARL11	13	1.1290999999999998e-07	1.761355e-05	109692	1
ATP11A	13	3.589e-06	0.0003153807	111167	35
ATP12A	13	2.2934e-06	0.00041671546	112201	46
ATP4B	13	6.360499999999999e-07	7.110748e-05	105103	7
ATP5EP2	13	3.2122e-08	0.0	99076	0
ATP7B	13	2.3079e-06	0.00057538426	112037	64
ATP8A2	13	3.6958999999999996e-06	0.00019564888	110026	21
B3GALTL	13	1.2526999999999999e-06	0.00126491593	112077	141
BIVM	13	1.3263e-06	0.00016819621	109751	18
BIVM-ERCC5	13	3.5068e-06	0.00028354086	111457	31
BORA	13	1.0955e-06	0.00017727200000000002	109226	19
BRCA2	13	5.3897e-06	0.00036275372000000005	110370	40
C13orf35	13	2.7701e-07	2.6616e-05	108453	2
C13orf45	13	2.5989000000000003e-07	0.0	98040	0
C1QTNF9	13	8.462200000000002e-07	8.895916e-05	108166	9
C1QTNF9B	13	8.931700000000001e-07	0.00029344017999999994	109543	32
CAB39L	13	7.2347e-07	0.00013430636	109899	14
CARKD	13	6.267899999999999e-07	3.524563e-05	107398	3
CARS2	13	1.3015000000000002e-06	4.412642e-05	105989	4
CCDC122	13	8.3037e-07	0.00020684978999999999	105924	21
CCDC168	13	1.7447e-06	3.33566e-05	60585	2
CCDC169	13	7.5352e-07	9.95544e-05	60366	6
CCDC169-SOHLH2	13	1.2576e-06	4.316439e-05	97622	4
CCDC70	13	2.4e-07	0.00016731694	110612	18
CCNA1	13	1.4765e-06	5.2907709999999996e-05	110719	5
CDADC1	13	1.1698e-06	0.00017086226000000002	106463	18
CDC16	13	1.8752e-06	5.285615e-05	109436	5
CDK8	13	1.8187999999999998e-06	2.659026e-05	106920	2
CDX2	13	4.6200000000000003e-07	0.0	103111	0
CENPJ	13	3.607e-06	0.00078509913	112901	88
CHAMP1	13	1.1811e-06	8.79585e-06	112697	0
CKAP2	13	1.4817e-06	0.00014184733	109764	15
CLDN10	13	4.0607e-07	2.6470429999999995e-05	111109	2
CLN5	13	9.0871e-07	0.00018949766	106027	20
CLYBL	13	1.0226e-06	0.02671441911	108819	2907
COG3	13	2.3025e-06	8.843610000000002e-06	106565	0
COG6	13	1.9480000000000002e-06	0.00023843901000000003	109175	26
COL4A1	13	4.7325e-06	0.00012318221	111595	13
COL4A2	13	4.4957e-06	0.00035906742999999993	107504	38
COMMD6	13	2.6897e-07	0.0	105904	0
CPB2	13	1.4359e-06	0.00014088193	112379	15
CRYL1	13	9.5835e-07	0.00027468435000000004	110400	30
CSNK1A1L	13	6.2911e-07	4.3949099999999996e-05	113484	4
CUL4A	13	1.6851e-06	0.0	108742	0
CYSLTR2	13	2.6136999999999996e-07	2.6490659999999998e-05	110689	2
DACH1	13	1.0342e-06	0.0	105293	0
DAOA	13	2.7415e-07	2.6671640000000003e-05	108504	2
DCLK1	13	2.3643e-06	2.6421e-05	107566	2
DCT	13	1.6296e-06	0.00041459104	109425	45
DCUN1D2	13	5.410899999999999e-07	6.17925e-05	111351	6
DGKH	13	4.1015e-06	0.00017939233	108601	19
DHRS12	13	9.424500000000001e-07	0.00010562611999999999	106320	11
DIAPH3	13	2.9604e-06	0.00030441331	109309	33
DIS3	13	2.8167e-06	0.00058570764	108304	63
DLEU7	13	1.0982000000000001e-07	0.000123893	95973	11
DNAJC15	13	4.8863e-07	0.00024929164	107036	26
DNAJC3	13	1.6704e-06	4.492756e-05	107297	4
DOCK9	13	5.5576e-06	6.244811e-05	104105	6
DZIP1	13	2.259e-06	0.00026479795	109137	28
EBPL	13	3.7514e-07	1.758551e-05	112697	1
EDNRB	13	1.1863e-06	9.237083e-05	107628	9
EFNB2	13	5.6477e-07	0.0	111158	0
ELF1	13	1.2303e-06	3.5404140000000005e-05	110897	3
ENOX1	13	2.0225e-06	9.725894000000001e-05	111264	10
EPSTI1	13	1.1351000000000002e-06	0.00054145371	110398	59
ERCC5	13	2.434e-06	0.00013294165	111923	14
ESD	13	8.7726e-07	0.00012502471	110170	13
EXOSC8	13	8.0248e-07	0.00024753766	106150	26
F10	13	9.4199e-07	7.995187e-05	111775	8
F7	13	1.051e-06	4.16183e-05	105927	4
FAM124A	13	8.7525e-07	0.00012091906999999999	106071	12
FAM155A	13	8.7542e-07	8.83221e-06	109387	0
FAM194B	13	1.6204e-06	0.0003629711	60929	22
FAM216B	13	3.2840000000000006e-07	0.00014162128999999998	109175	15
FARP1	13	2.7738e-06	0.00011784183999999999	110485	13
FBXL3	13	9.1898e-07	1.0703699999999999e-05	107873	1
FGF14	13	5.960800000000001e-07	8.80173e-06	110951	0
FGF9	13	5.4518e-07	0.0	112381	0
FLT1	13	3.5087999999999998e-06	3.52368e-05	111179	3
FLT3	13	2.4979e-06	7.097702e-05	111782	7
FNDC3A	13	3.3699e-06	4.436565e-05	109813	4
FOXO1	13	9.8771e-07	0.0	109051	0
FREM2	13	6.0263e-06	0.00037961665999999996	112055	42
FRY	13	9.1467e-06	0.00016859288	111818	18
GAS6	13	1.6349e-06	4.441416e-05	107502	4
GGACT	13	1.2515e-07	0.0	113295	0
GJA3	13	3.0136e-07	7.462967e-05	99075	7
GJB2	13	2.8149999999999997e-07	0.00029168529999999996	112910	32
GJB6	13	6.673e-07	7.03775e-05	113409	7
GPALPP1	13	7.611100000000001e-07	0.00011654795	108562	12
GPC5	13	1.2582999999999999e-06	8.992091999999999e-05	108455	9
GPC6	13	1.1594e-06	1.768536e-05	111386	1
GPR12	13	5.5582e-07	0.0	111480	0
GPR18	13	7.223899999999999e-07	3.540272e-05	112032	3
GPR180	13	9.3196e-07	0.00015034772	110764	16
GPR183	13	4.5943999999999994e-07	0.0	111366	0
GRK1	13	1.1115e-06	0.0	106259	0
GRTP1	13	6.9417e-07	0.00010945561000000002	109064	11
